---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE02

Time Stamp (Second(s)), MAP (kPA), VE (%), Oil Pressure (PSIg)
0,94,77,0
0.0096,90.8,77,0
0.0196,93.5,77,0
0.0296,92.1,78,0
0.0396,92.3,79,0
0.0673,93.6,78,0
0.0695,92,79,0
0.0795,94.5,81,0
0.0895,94.1,78,0
0.0995,94.5,80,0
0.1095,96.4,98,0
0.1195,99,95,0
0.1306,92.5,88,0
0.1396,78,83,0
0.1496,68.6,79,0
0.1596,67.9,80,0
0.1696,88.2,111,0
0.1896,66.1,79,0
0.1996,66.1,78,0
0.2096,64.2,79,0
0.2196,65.7,81,0
0.2296,73.3,81,0
0.2395,79.8,73,0
0.2494,87.1,74,0
0.2604,90.6,78,0
0.2695,95.7,82,0
0.2795,99.3,84,0
0.2895,96.7,83,0
0.2995,94.5,78,0
0.3104,91.1,76,0
0.3195,90.8,76,0
0.3296,90.6,78,0
0.3396,88,75,0
0.3496,85.8,74,0
0.3696,83.2,76,0
0.3796,83.2,79,0
0.3896,82.7,75,0
0.3996,84.7,76,0
0.4096,84.1,73,0
0.4195,84.5,74,0
0.4295,86.5,77,0
0.4482,86,75,0
0.4495,85.7,75,0
0.4595,87.3,76,0
0.4695,88.9,76,0
0.4795,86.8,77,0
0.4904,84.6,73,0
0.4995,87.6,74,0
0.5095,85.7,74,0
0.5196,85.9,75,0
0.5296,87.3,77,0
0.5403,84.6,73,0
0.5495,84.4,74,0
0.5595,89.5,86,0
0.5695,98.7,102,0
0.5795,86.9,83,0
0.5903,66.2,76,0
0.5995,76.5,111,0
0.6095,96.3,112,0
0.6195,75.4,81,0
0.6295,60.1,75,0
0.6404,58,73,0
0.6495,64.1,76,0
0.6595,67,79,0
0.6695,77.1,78,0
0.6874,86.8,73,0
0.6996,92.2,77,0
0.7096,92.5,78,0
0.7196,94.5,80,0
0.7296,95.4,79,0
0.7396,94.7,79,0
0.7496,94.2,78,0
0.7596,91.7,75,0
0.7704,91.6,77,0
0.7796,91.6,77,0
0.7895,88.1,75,0
0.7994,86.6,77,0
0.8095,82.4,81,0
0.8203,84,79,0
0.8295,83,78,0
0.8395,85.4,74,0
0.8495,88,75,0
0.8595,85.8,75,0
0.8703,85.8,75,0
0.8795,85.4,75,0
0.8896,84.8,74,0
0.8996,84.2,77,0
0.9094,83.4,78,0
0.9296,84.5,76,0
0.9474,85.4,73,0
0.9496,86.4,76,0
0.9596,90.3,74,0
0.9695,98.2,95,0
0.9795,99.9,86,0
0.9895,97.4,76,0
1.0081,85.3,82,0
1.0095,83,82,0
1.0274,63.7,74,0
1.0295,65.1,76,0
1.0395,66.8,81,0
1.0503,75.3,80,0
1.0595,80.9,73,0
1.0696,88.8,75,0
1.0796,93.4,79,0
1.0894,96.5,84,0
1.1004,100.6,86,0
1.1094,101.9,91,0
1.1273,101.8,101,0
1.1296,100.2,85,0
1.1396,100.3,77,0
1.1507,91.1,77,0
1.1595,87,104,0
1.1695,89.5,87,0
1.1795,81.3,86,0
1.1895,79.5,80,0
1.2083,79.5,80,0
1.2095,79.2,80,0
1.2274,77.3,80,0
1.2295,77.4,82,0
1.2394,79.3,80,0
1.2505,76,81,0
1.2674,76.2,82,0
1.2696,79.7,81,0
1.2874,77.9,82,0
1.2896,79.9,79,0
1.3005,80.3,79,0
1.3096,80.7,80,0
1.3273,82.7,85,0
1.3296,78.1,81,0
1.3473,80.7,84,0
1.3505,78.5,86,0
1.3672,83.8,84,0
1.3694,84.8,86,0
1.3794,90.3,87,0
1.3895,97.3,116,0
1.4003,90.1,84,0
1.4095,81.9,81,0
1.4273,80.8,88,0
1.4295,80.5,88,0
1.4473,102.8,115,0
1.4503,100.7,77,0
1.4595,99,84,0
1.4695,98,75,0
1.4795,101.2,86,0
1.4894,95.7,77,0
1.5003,96.2,76,0
1.5095,96.4,74,0
1.5195,94,78,0
1.5295,91.5,84,0
1.5395,91.8,75,0
1.5503,90.4,80,0
1.5594,86.4,90,0
1.5695,87.9,75,0
1.5795,89.8,84,0
1.5895,86.2,76,0
1.6004,83.8,72,0
1.6095,87.3,74,0
1.6195,95.6,78,0
1.6295,89,74,0
1.6396,76.7,86,0
1.6505,72.3,80,0
1.6674,80,77,0
1.6696,79.6,77,0
1.6796,77.7,85,0
1.6896,80.4,83,0
1.7004,82.4,75,0
1.7096,87.9,99,0
1.7196,85.3,87,0
1.7295,85,89,0
1.7395,90.8,84,0
1.7503,91,89,0
1.7595,84.8,81,0
1.7695,77.8,83,0
1.7873,79.8,81,0
1.7895,78.6,80,0
1.8003,80.4,83,0
1.8095,80.6,82,0
1.8195,80.6,81,0
1.8295,80.7,81,0
1.8396,79.2,82,0
1.8504,78.7,83,0
1.8596,79.4,81,0
1.8696,78.3,80,0
1.8874,78.1,81,0
1.8896,78.8,80,0
1.9096,80.7,80,0
1.9196,78.4,80,0
1.9295,79.1,82,0
1.9395,81.3,80,0
1.9495,77.3,79,0
1.9674,78.9,82,0
1.9695,79.3,80,0
1.9803,79.8,80,0
1.9895,78.8,80,0
1.9995,79.3,83,0
2.0095,81.7,80,0
2.0273,80.3,80,0
2.0304,82.8,82,0
2.0396,81.2,83,0
2.0496,78.4,83,0
2.0596,79,79,0
2.0696,80.1,80,0
2.0804,78.9,80,0
2.0895,79.6,80,0
2.0995,80,81,0
2.1095,78.7,81,0
2.1195,80.8,80,0
2.1474,81.3,83,0
2.1495,79.1,79,0
2.1595,81.8,80,0
2.1695,77.8,81,0
2.1795,79,80,0
2.1895,78.3,80,0
2.2075,78.6,79,0
2.2104,80.5,81,0
2.2195,79.5,81,0
2.2295,78.1,79,0
2.2395,80.4,79,0
2.2494,79.8,84,0
2.2604,79.8,80,0
2.2695,81.8,81,0
2.2873,80.4,80,0
2.2895,82.1,80,0
2.2995,81,81,0
2.3103,83.1,80,0
2.3195,80.6,82,0
2.3295,79.9,81,0
2.3395,78.4,81,0
2.3495,79.4,84,0
2.3603,81.8,80,0
2.3695,79,82,0
2.3795,79.7,80,0
2.3895,81.4,80,0
2.4074,80.6,80,0
2.4104,81.4,81,0
2.4195,79.3,80,0
2.4295,79.7,80,0
2.4395,79.3,83,0
2.4495,80.6,81,0
2.4604,81.2,80,0
2.4695,80.7,82,0
2.4795,78.5,80,0
2.4895,80,85,0
2.5073,82.7,80,0
2.5105,81.9,81,0
2.5194,80,80,0
2.5295,83.5,84,0
2.5473,83.8,80,0
2.5495,86.4,81,0
2.5604,87.7,82,0
2.5695,84.4,80,0
2.5795,87.5,81,0
2.5895,84.1,80,0
2.6072,78.9,80,0
2.6105,79.8,80,0
2.6196,79,81,0
2.6296,78.9,82,0
2.6396,75.5,79,0
2.6496,72.5,77,0
2.6604,70.9,77,0
2.6696,73.5,80,0
2.6796,71.5,78,0
2.6896,74.4,81,0
2.6995,71.3,80,0
2.7102,73,78,0
2.7195,73.2,82,0
2.7295,78,86,0
2.7395,74.1,80,0
2.7495,74.6,84,0
2.7605,77.9,80,0
2.7695,75.2,80,0
2.7795,75.3,82,0
2.7895,75.3,79,0
2.7995,74.6,80,0
2.8196,78.7,82,0
2.8296,77.1,80,0
2.8396,76.8,81,0
2.8496,77.6,80,0
2.8594,77.2,79,0
2.8696,78.5,80,0
2.8796,76,79,0
2.8895,76.1,81,0
2.9073,76.5,79,0
2.9095,78.8,79,0
2.9274,76.9,79,0
2.9295,75.8,79,0
2.9403,76.7,82,0
2.9495,78.3,80,0
2.9595,79.6,80,0
2.9695,78.9,80,0
2.9795,78.9,83,0
2.9903,80.8,79,0
2.9996,82.3,79,0
3.0096,81.8,79,0
3.0196,81.9,80,0
3.0296,81.9,80,0
3.0496,80.4,79,0
3.0595,78.8,79,0
3.0695,79.3,79,0
3.0874,82.4,79,0
3.0895,79.9,79,0
3.0995,78.1,79,0
3.1094,78.5,79,0
3.1204,77.5,83,0
3.1295,79.6,79,0
3.1395,79.5,78,0
3.1495,78,79,0
3.1595,80.7,79,0
3.1704,79.3,81,0
3.1795,79.4,79,0
3.1895,77.3,81,0
3.1995,78.5,80,0
3.2095,78.2,79,0
3.2203,80.3,80,0
3.2295,77.2,79,0
3.2395,79.5,79,0
3.2495,79.3,81,0
3.2595,78.3,81,0
3.2703,78.4,80,0
3.2795,83,82,0
3.2895,81.2,79,0
3.2995,85.7,82,0
3.3095,82.2,80,0
3.3203,81.7,82,0
3.3295,80.7,80,0
3.3395,81.1,85,0
3.3495,80.4,80,0
3.3595,80.6,79,0
3.3703,80.8,80,0
3.3795,82.5,84,0
3.3895,81.2,80,0
3.3995,80.6,80,0
3.4095,82.7,80,0
3.4295,81.4,80,0
3.4395,82.9,80,0
3.4494,81.9,80,0
3.4595,81.9,79,0
3.4695,79.7,80,0
3.4795,81.9,84,0
3.4895,81,80,0
3.5004,80.1,85,0
3.5095,77.5,79,0
3.5272,78,82,0
3.5295,80.7,78,0
3.5472,80.9,76,0
3.5504,76.8,75,0
3.5595,78.9,75,0
3.5696,73.4,74,0
3.5796,73.4,73,0
3.5896,72.6,73,0
3.6004,70.9,73,0
3.6096,69.7,73,0
3.6196,71.5,73,0
3.6296,72.9,73,0
3.6394,69.2,74,0
3.6504,71.9,75,0
3.6595,66.1,70,0
3.6695,63.7,69,0
3.6795,61.3,68,0
3.6895,54.9,68,0
3.7003,56.2,68,0
3.7095,54.4,67,0
3.7195,52.4,66,0
3.7295,50.3,65,0
3.7395,51,69,0
3.7503,54,68,0
3.7595,52.9,69,0
3.7696,53.9,70,0
3.7796,55.9,71,0
3.7896,59.1,73,0
3.8004,62.7,77,0
3.8096,63.8,77,0
3.8196,63.7,78,0
3.8296,60.4,73,0
3.8396,67.9,75,0
3.8504,72.2,77,0
3.8595,73.4,77,0
3.8695,67.2,75,0
3.8872,69.4,75,0
3.8895,71,80,0
3.9081,71.8,76,0
3.9095,70.6,76,0
3.9195,73.1,76,0
3.9295,73.5,76,0
3.9394,74.7,78,0
3.9506,73.4,78,0
3.9596,76.3,80,0
3.9694,76.2,77,0
3.9796,76,78,0
3.9896,77,80,0
4.0005,73.1,80,0
4.0094,77.3,78,0
4.0195,75.2,80,0
4.0295,73.9,79,0
4.0395,72.9,76,0
4.0503,73.7,76,0
4.0595,76.2,79,0
4.0695,74.1,78,0
4.0795,76.3,81,0
4.0895,75.2,80,0
4.1003,73.5,78,0
4.1095,77.9,79,0
4.1195,77.7,79,0
4.1295,75,77,0
4.1474,75.8,78,0
4.1503,79.6,79,0
4.1595,74.5,76,0
4.1695,74.8,77,0
4.1795,75.8,77,0
4.1895,75.4,80,0
4.2004,77,76,0
4.2095,75.2,78,0
4.2272,75.6,78,0
4.2295,76.9,80,0
4.2395,77.2,77,0
4.2504,79.9,78,0
4.2595,78,82,0
4.2695,78.1,77,0
4.2794,82,80,0
4.2895,78.3,79,0
4.3004,80.2,78,0
4.3094,79.1,78,0
4.3194,83.5,78,0
4.3295,80.3,78,0
4.3395,80.1,78,0
4.3504,81,80,0
4.3595,80.2,79,0
4.3695,79.1,78,0
4.3874,79.8,78,0
4.3895,80.8,78,0
4.4003,80.1,78,0
4.4095,77.1,77,0
4.4195,81.4,78,0
4.4295,81.1,80,0
4.4395,78.7,82,0
4.4595,80.2,78,0
4.4695,81.6,78,0
4.4795,80.3,77,0
4.4895,77.7,77,0
4.4995,79,78,0
4.5095,80.4,78,0
4.5195,79.4,78,0
4.5304,77.6,77,0
4.5395,77.5,77,0
4.5496,78.9,77,0
4.5596,77.3,77,0
4.5696,77.7,77,0
4.5804,78.7,80,0
4.5896,77.3,77,0
4.6074,78.4,77,0
4.6096,78.1,78,0
4.6196,78.4,79,0
4.6396,77.5,77,0
4.6495,77.7,79,0
4.6595,77.8,77,0
4.6695,81.7,80,0
4.6795,81.8,82,0
4.6895,81.8,78,0
4.6995,81.2,80,0
4.7274,80.3,79,0
4.7295,78.7,80,0
4.7395,81.2,78,0
4.7494,81.4,78,0
4.7674,78.9,78,0
4.7696,82.2,78,0
4.7796,81.4,79,0
4.7904,78.9,80,0
4.8074,79.4,78,0
4.8096,80.7,80,0
4.8196,81.1,79,0
4.8296,78.7,78,0
4.8403,78.8,79,0
4.8495,79.7,78,0
4.8595,79.5,81,0
4.8695,79.2,78,0
4.8873,80.1,78,0
4.8905,81.5,81,0
4.8995,81.7,78,0
4.9095,83.5,79,0
4.9195,83.8,79,0
4.9295,86.1,78,0
4.9403,87.7,83,0
4.9495,86.7,85,0
4.9596,87.2,84,0
4.9696,86.9,77,0
4.9873,87.4,75,0
4.9904,85.2,78,0
4.9996,83.7,74,0
5.0096,85.6,74,0
5.0195,76.9,72,0
5.0295,81,72,0
5.0403,73.8,73,0
5.0495,73.6,76,0
5.0595,76.4,76,0
5.0695,70.5,77,0
5.0795,58.4,78,0
5.0903,55.7,76,0
5.0995,50.3,75,0
5.1095,42.9,76,0
5.1273,46.6,76,0
5.1295,46.7,77,0
5.1403,44.1,76,0
5.1495,44.4,79,0
5.1595,49.3,66,0
5.1695,49.5,69,0
5.1795,49.2,70,0
5.1904,50.7,66,0
5.1995,51.8,64,0
5.2095,47.2,64,0
5.2195,53.4,62,0
5.2295,55.5,62,0
5.2403,49.9,62,0
5.2495,48.8,63,0
5.2595,51.9,65,0
5.2695,54,67,0
5.2795,54.9,65,0
5.2902,56.4,65,0
5.2995,51.7,67,0
5.3095,57.1,65,0
5.3195,53.2,66,0
5.3295,55.1,65,0
5.3403,59.5,71,0
5.3495,56.4,67,0
5.3595,56.7,66,0
5.3695,56.6,66,0
5.3795,56.1,66,0
5.3904,54.9,68,0
5.3995,53.4,64,0
5.4094,52.5,65,0
5.4195,51.3,65,0
5.4295,53.6,66,0
5.4404,53.8,66,0
5.4495,52,67,0
5.4595,52.8,65,0
5.4695,55.4,66,0
5.4795,56.5,66,0
5.4903,60.5,67,0
5.4995,58.6,68,0
5.5095,60.7,72,0
5.5195,61.2,68,0
5.5295,58.4,67,0
5.5403,59.2,67,0
5.5496,59.5,70,0
5.5596,62.8,70,0
5.5696,62.2,68,0
5.5796,60.8,69,0
5.5904,60.1,68,0
5.5996,59.1,67,0
5.6096,59.2,67,0
5.6194,61.5,72,0
5.6294,58.5,67,0
5.6405,58.4,67,0
5.6495,61.2,70,0
5.6595,60.3,68,0
5.6694,61.1,68,0
5.6795,59.1,72,0
5.6904,62.5,71,0
5.6994,60.3,68,0
5.7095,62.6,76,0
5.7272,82,78,0
5.7295,86.1,78,0
5.7482,85.1,71,0
5.7495,85.1,74,0
5.7673,79.9,80,0
5.7696,71.3,86,0
5.7796,68.2,85,0
5.7905,61.7,80,0
5.7996,46,74,0
5.8096,47.8,73,0
5.8274,49.9,72,0
5.8296,49.1,75,0
5.8483,50,64,0
5.8495,53.7,64,0
5.8674,51.7,66,0
5.8695,47.9,68,0
5.8795,47.9,63,0
5.8903,51.6,66,0
5.8995,52.9,62,0
5.9095,53.2,63,0
5.9195,59.1,63,0
5.9295,59.4,66,0
5.9403,53,65,0
5.9495,57.7,61,0
5.9596,55.9,65,0
5.9696,46.6,62,0
5.9796,45,63,0
5.9905,47.2,63,0
6.0073,47.3,64,0
6.0095,47,62,0
6.0195,50.2,63,0
6.0295,47.7,63,0
6.0495,49,62,0
6.0595,48.4,63,0
6.0694,53.3,65,0
6.0795,54.9,65,0
6.0895,51.4,64,0
6.0995,54.6,65,0
6.1095,55.6,66,0
6.1203,56.4,66,0
6.1295,53,69,0
6.1395,56.4,64,0
6.1495,51.7,66,0
6.1595,55,67,0
6.1703,52.7,67,0
6.1795,53,65,0
6.1895,53.6,68,0
6.1995,54.6,65,0
6.2095,56.4,68,0
6.2203,57.3,66,0
6.2294,58.4,65,0
6.2395,53.6,64,0
6.2495,56.3,65,0
6.2594,54.9,68,0
6.2795,56.5,70,0
6.2895,59.8,70,0
6.2995,64.6,71,0
6.3095,65.8,72,0
6.3195,67,72,0
6.3295,70.3,75,0
6.3395,70,76,0
6.3504,68.6,74,0
6.3595,69.7,73,0
6.3695,68.4,72,0
6.3795,70.6,76,0
6.3895,66.6,73,0
6.4094,71.1,73,0
6.4195,69.3,75,0
6.4295,69,72,0
6.4395,70.2,73,0
6.4495,69.8,73,0
6.4595,69.2,72,0
6.4695,69.2,73,0
6.4803,70.7,73,0
6.4895,70,77,0
6.4995,71,74,0
6.5095,70.2,75,0
6.5195,71.1,74,0
6.5304,74.2,76,0
6.5473,71,73,0
6.5495,70.5,74,0
6.5594,71.2,77,0
6.5696,70.5,77,0
6.5896,70.5,74,0
6.5994,72.8,75,0
6.6096,75.3,79,0
6.6196,75.5,80,0
6.6296,78.6,80,0
6.6396,76.1,79,0
6.6496,81.1,80,0
6.6604,82.1,80,0
6.6695,79.9,77,0
6.6795,80.2,76,0
6.6895,80,75,0
6.7073,74.8,75,0
6.7102,75.3,74,0
6.7194,74,74,0
6.7295,71.6,76,0
6.7395,73,73,0
6.7495,74,73,0
6.7603,71,74,0
6.7694,73.4,74,0
6.7796,73.8,77,0
6.7896,73.8,74,0
6.7996,74.4,78,0
6.8106,72.4,74,0
6.8196,73.4,74,0
6.8294,77.6,78,0
6.8396,77.5,84,0
6.8496,78.6,79,0
6.8682,75.9,74,0
6.8695,74.7,75,0
6.8872,76.8,84,0
6.8895,79.3,80,0
6.9073,78.8,76,0
6.9103,79.5,78,0
6.9195,79.3,79,0
6.9295,80.9,76,0
6.9395,75.8,75,0
6.9495,80.1,79,0
6.9695,76.9,76,0
6.9795,76.2,74,0
6.9896,76.3,74,0
7.0073,75.8,74,0
7.0096,75.2,73,0
7.0196,72.4,76,0
7.0296,74.9,75,0
7.048,72.8,75,0
7.0495,75.2,75,0
7.0596,72.5,74,0
7.0695,73.3,75,0
7.0795,73.2,75,0
7.0995,77.5,78,0
7.1094,74.9,80,0
7.1195,74.8,80,0
7.1295,76.8,81,0
7.1395,81.4,79,0
7.1495,81.2,82,0
7.1595,77.7,84,0
7.1703,81.8,77,0
7.1873,86.3,81,0
7.1895,83.4,82,0
7.2073,82.2,79,0
7.2095,81.8,75,0
7.2203,87.1,75,0
7.2295,84.9,80,0
7.2395,81.3,82,0
7.2495,84.6,80,0
7.2595,88.5,81,0
7.2704,84.5,82,0
7.2795,83.9,84,0
7.2895,89.4,81,0
7.2995,81.9,81,0
7.3095,84.2,81,0
7.3204,83.2,82,0
7.3295,81.3,82,0
7.3395,83.4,82,0
7.3495,81.7,80,0
7.3595,81.8,80,0
7.3704,81.4,79,0
7.3795,78.9,81,0
7.3895,77.8,81,0
7.3995,79.6,82,0
7.4094,82.6,80,0
7.4204,84.9,78,0
7.4295,85.4,79,0
7.4395,87.5,79,0
7.4495,88.9,74,0
7.4595,88.6,76,0
7.4704,86.5,77,0
7.4872,89.6,76,0
7.4895,88.3,77,0
7.4995,86.8,77,0
7.5095,88.4,73,0
7.5203,89.9,75,0
7.5295,88.6,70,0
7.5395,92.2,75,0
7.5495,86.7,82,0
7.5673,79.4,77,0
7.5702,79.3,78,0
7.5795,77.6,76,0
7.5895,75.3,76,0
7.6073,74.5,76,0
7.6096,72.7,76,0
7.6204,73.4,74,0
7.6296,73.9,73,0
7.6396,76.7,74,0
7.6494,74.7,75,0
7.6672,73.4,75,0
7.6704,73.1,73,0
7.6794,73.4,73,0
7.6896,74.1,73,0
7.7072,73.5,73,0
7.7096,74.7,76,0
7.7203,73.9,76,0
7.7295,76.6,75,0
7.7394,73.5,73,0
7.7495,77.7,74,0
7.7672,73.6,73,0
7.7703,74.9,73,0
7.7795,74.5,73,0
7.7895,74.6,73,0
7.7995,75.4,73,0
7.8095,75,73,0
7.8203,76.8,74,0
7.8296,75.1,76,0
7.8472,75.2,74,0
7.8496,73.6,74,0
7.8596,77.5,82,0
7.8704,84.4,87,0
7.8796,84.1,75,0
7.8896,80.7,70,0
7.8996,73.5,72,0
7.9096,70.9,72,0
7.9205,74.5,74,0
7.9295,69.2,72,0
7.9474,64.6,82,0
7.9495,65.1,83,0
7.9673,76.1,123,0
7.9704,79.2,123,0
7.9874,80.5,113,0
7.9895,78.1,112,0
7.9995,68.8,104,0
8.0095,65.7,99,0
8.0205,64.4,100,0
8.0294,62,91,0
8.0396,61.4,85,0
8.0496,62,85,0
8.0596,62.8,88,0
8.0705,60.8,80,0
8.0796,61.1,88,0
8.0895,63.9,85,0
8.0995,64.2,82,0
8.1095,62.9,80,0
8.1204,69.1,100,0
8.1295,71.2,100,0
8.1395,73,107,0
8.1495,77.5,114,0
8.1595,83,128,0
8.1704,88.1,114,0
8.1795,87.1,114,0
8.1895,90.1,113,0
8.1995,92.3,118,0
8.2095,90.6,87,0
8.2205,90.4,131,0
8.2295,93.3,123,0
8.2395,92.7,117,0
8.2495,93.5,130,0
8.2595,92.5,119,0
8.2704,92.2,122,0
8.2795,92.3,116,0
8.2895,91.6,126,0
8.2995,98.1,138,0
8.3095,104.7,98,0
8.3204,96.1,146,0
8.3295,96.1,127,0
8.3395,96.4,127,0
8.3495,96.8,136,0
8.3595,94.5,121,0
8.3704,96.1,137,0
8.3795,95.6,130,0
8.3895,95.2,119,0
8.3995,96.6,130,0
8.4095,95,122,0
8.4204,94.6,116,0
8.4295,71.9,105,0
8.4395,56.8,87,0
8.4495,45.2,71,0
8.4672,45.5,61,0
8.4704,46.3,64,0
8.4871,66.9,72,0
8.4895,67.7,74,0
8.4995,75.3,76,0
8.5095,71.2,72,0
8.5202,60.7,69,0
8.5294,61.1,68,0
8.5474,67,69,0
8.5495,65.7,70,0
8.5595,57,68,0
8.5705,47.7,61,0
8.5795,42.9,61,0
8.5894,42.1,60,0
8.5995,43.1,59,0
8.6095,44.1,63,0
8.6281,50.4,64,0
8.6295,50.9,65,0
8.6395,53.9,66,0
8.6494,51.7,66,0
8.6674,59.6,71,0
8.6704,60,67,0
8.6796,64,71,0
8.6896,65.6,71,0
8.6996,55.6,74,0
8.7096,52.9,63,0
8.7281,53.9,66,0
8.7294,53.6,66,0
8.7396,56.2,73,0
8.7495,63.1,75,0
8.7595,70.3,76,0
8.7794,73.3,75,0
8.7895,74.8,73,0
8.7995,76.2,77,0
8.8095,74.5,74,0
8.8195,75.4,76,0
8.8295,70,72,0
8.8474,69.1,72,0
8.8503,68.6,70,0
8.8595,67.3,68,0
8.8696,68.1,69,0
8.8796,69.4,73,0
8.8896,71.2,70,0
8.9004,70.3,69,0
8.9096,74.1,74,0
8.9196,83.9,89,0
8.9294,94.1,94,0
8.9396,82.1,81,0
8.9505,78.8,102,0
8.9674,79.2,112,0
8.9695,80.4,112,0
8.9874,62.8,95,0
8.9895,61.2,92,0
9.0004,57.3,76,0
9.0095,64.1,82,0
9.0274,76.1,121,0
9.0295,80,133,0
9.0395,85.2,118,0
9.0504,86.5,112,0
9.0595,80.7,111,0
9.0696,81.3,116,0
9.0796,84.6,117,0
9.0896,91.9,113,0
9.1005,99.5,110,0
9.1096,92.3,95,0
9.1274,89.4,110,0
9.1296,90.1,110,0
9.1395,88.3,113,0
9.1505,87.5,115,0
9.1595,92.3,139,0
9.1695,93.2,116,0
9.1795,91.5,113,0
9.1895,80.2,111,0
9.2004,57.5,80,0
9.2095,54.4,77,0
9.2195,48.1,71,0
9.2295,43.5,72,0
9.2474,40.5,62,0
9.2503,42.2,64,0
9.2595,46.8,62,0
9.2695,51.4,61,0
9.2795,56.5,64,0
9.2895,56.6,62,0
9.3003,56.9,65,0
9.3095,59,64,0
9.3195,59.6,66,0
9.3295,59.5,67,0
9.3395,58.1,65,0
9.3502,59.7,67,0
9.3672,62.9,69,0
9.3695,63.5,69,0
9.3795,66.1,72,0
9.3895,72.9,72,0
9.4003,98.8,115,0
9.4095,99.8,72,0
9.4195,100.7,87,0
9.4295,93.3,111,0
9.4395,90.5,117,0
9.4504,92.1,120,0
9.4595,91.4,112,0
9.4695,90.8,118,0
9.4795,89.9,112,0
9.4894,90.7,118,0
9.5004,87.9,114,0
9.5095,90.2,119,0
9.5195,98.3,108,0
9.5295,104.7,100,0
9.5395,91.5,103,0
9.5504,92.3,123,0
9.5595,94.1,125,0
9.5695,96.7,110,0
9.5795,75.2,101,0
9.5895,59.7,97,0
9.6004,53.7,96,0
9.6095,53.6,91,0
9.6274,62.5,102,0
9.6294,58.8,93,0
9.6395,36.5,71,0
9.6504,35.2,70,0
9.6595,32.4,75,0
9.6695,39.3,58,0
9.6796,41.4,57,0
9.6896,43.2,58,0
9.7005,44.9,60,0
9.7096,46.5,63,0
9.7196,47.8,63,0
9.7296,47.8,65,0
9.7396,51.3,65,0
9.7504,58.9,72,0
9.7596,84.9,74,0
9.7696,89.1,74,0
9.7794,89.9,75,0
9.7895,93.3,71,0
9.8003,88,70,0
9.8095,88,69,0
9.8195,80.2,70,0
9.8295,77.5,76,0
9.8395,82.8,73,0
9.8503,79.1,84,0
9.8595,75.3,76,0
9.8695,70.8,78,0
9.8795,77.1,106,0
9.8896,78,102,0
9.9082,78.1,108,0
9.9096,79.2,107,0
9.9274,78.6,115,0
9.9296,79.9,109,0
9.9396,82.6,112,0
9.9504,82.3,110,0
9.9594,78.3,108,0
9.9696,52.3,77,0
9.9795,48.9,72,0
9.9895,44.8,71,0
10.0095,39.1,75,0
10.0195,44.1,71,0
10.0295,42.9,70,0
10.0474,52.1,60,0
10.0495,53.6,60,0
10.0595,48.7,59,0
10.0695,52.2,63,0
10.0806,57.7,63,0
10.0894,62.6,65,0
10.0996,64.2,68,0
10.1096,64.1,68,0
10.1196,64.8,69,0
10.1304,70.4,71,0
10.1396,66.3,69,0
10.1495,66.5,68,0
10.1594,67.4,69,0
10.1695,70.3,70,0
10.1805,76.3,76,0
10.1894,79.5,96,0
10.1995,85.3,75,0
10.2095,85,73,0
10.2195,93.8,98,0
10.2314,97.4,89,0
10.2395,87.1,81,0
10.2495,89.5,115,0
10.2595,83.6,118,0
10.2695,85.4,109,0
10.2883,67.7,99,0
10.2895,68,94,0
10.2994,62.8,78,0
10.3095,51.1,71,0
10.3275,83.6,101,0
10.3303,94.7,117,0
10.3474,102.4,101,0
10.3495,101.8,102,0
10.3595,102,90,0
10.3695,100.9,85,0
10.3805,100.6,85,0
10.3895,100.8,86,0
10.3995,104.3,84,0
10.4095,104.7,88,0
10.4195,101.3,80,0
10.4304,102.9,83,0
10.4474,99,71,0
10.4495,97.9,83,0
10.4595,103.1,85,0
10.4695,104.2,81,0
10.4804,96,91,0
10.4895,96.8,103,0
10.4995,99.6,102,0
10.5094,97.3,108,0
10.5195,89.9,117,0
10.5304,92.4,88,0
10.5395,99.7,76,0
10.5495,99.1,78,0
10.5674,92.3,94,0
10.5695,98.2,93,0
10.5804,99.3,94,0
10.5895,98.4,106,0
10.5995,99.3,110,0
10.6094,99.9,112,0
10.6195,89.4,105,0
10.6304,79.2,105,0
10.6395,62.2,77,0
10.6495,57.4,73,0
10.6595,53.2,71,0
10.6695,52.3,71,0
10.6803,59.2,73,0
10.6896,65,79,0
10.7074,64.8,66,0
10.7096,71.9,73,0
10.7275,74,76,0
10.7303,73.8,72,0
10.7396,74.6,72,0
10.7496,75.9,75,0
10.7596,73.2,95,0
10.7696,83.4,81,0
10.7803,75.4,75,0
10.7895,63.3,71,0
10.7995,52.1,60,0
10.8095,53.3,64,0
10.8195,57.3,67,0
10.8303,66.2,68,0
10.8395,82.2,72,0
10.8494,93.2,96,0
10.8595,90.6,74,0
10.8695,87.3,73,0
10.8804,90.4,86,0
10.8896,88.5,117,0
10.9074,85.8,97,0
10.9096,86.7,104,0
10.9196,92.1,113,0
10.9305,90.6,111,0
10.9396,83.2,92,0
10.9496,85.4,87,0
10.9596,85.4,117,0
10.9696,100.7,89,0
10.9804,103,111,0
10.9895,100.8,94,0
10.9995,104.7,71,0
11.0095,104.4,76,0
11.0194,99.4,74,0
11.031,103.6,74,0
11.0395,100.7,75,0
11.0495,98.6,72,0
