---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE07

Time Stamp (Second(s)), Accel X (G), Accel Y (G), Accel Z (G)
10.1375,0.259,0.926,-0.101
10.1395,0.203,0.953,-0.263
10.1474,0.234,0.925,-0.068
10.1475,0.234,0.925,-0.068
10.1476,0.234,0.925,-0.068
10.1477,0.234,0.925,-0.068
10.1495,0.358,0.941,-0.016
10.1515,0.34,1.128,-0.124
10.1535,0.421,1.228,-0.101
10.1555,0.337,1.036,-0.051
10.1574,0.397,1.204,0.031
10.1672,0.227,1.029,-0.106
10.1673,0.227,1.029,-0.106
10.1674,0.227,1.029,-0.106
10.1675,0.227,1.029,-0.106
10.1676,0.227,1.029,-0.106
10.1694,0.255,0.978,-0.101
10.1715,0.233,1.074,-0.038
10.1734,0.248,1.176,-0.052
10.1755,0.358,1.19,-0.01
10.1774,0.393,1.173,0.054
10.1794,0.357,1.061,0.007
10.1884,0.082,0.931,-0.229
10.1885,0.082,0.931,-0.229
10.1886,0.082,0.931,-0.229
10.1887,0.082,0.931,-0.229
10.1895,0.018,1.086,-0.044
10.1914,-0.051,1.281,-0.102
10.1934,-0.067,1.13,-0.014
10.1954,-0.002,1.058,-0.038
10.1974,-0.055,0.982,-0.052
10.1994,-0.102,0.765,-0.232
10.2075,-0.081,1.199,-0.031
10.2085,0.014,1.135,-0.009
10.2087,0.014,1.135,-0.009
10.2088,0.014,1.135,-0.009
10.2094,-0.088,1.094,-0.006
10.2114,-0.084,1.028,0.063
10.2134,0.035,1.125,-0.124
10.2154,0.048,1.153,-0.108
10.2174,0.152,1.168,-0.183
10.2195,0.009,0.836,-0.06
10.2275,-0.155,1.144,-0.054
10.2276,-0.155,1.144,-0.054
10.2277,-0.155,1.144,-0.054
10.2278,-0.155,1.144,-0.054
10.2294,-0.103,1.23,0.184
10.2315,-0.199,1.07,0.002
10.2334,-0.099,1.173,0.107
10.2354,-0.178,1.085,-0.06
10.2374,-0.263,0.734,-0.079
10.2394,-0.158,0.721,-0.176
10.2475,-0.129,0.921,0.02
10.2476,-0.129,0.921,0.02
10.2477,-0.129,0.921,0.02
10.2478,-0.129,0.921,0.02
10.2494,-0.36,1.342,-0.166
10.2515,-0.342,1.42,-0.16
10.2534,-0.183,1.033,-0.231
10.2554,-0.385,1.185,-0.31
10.2574,-0.328,0.7,0
10.2594,-0.627,0.298,-0.256
10.2675,-0.531,0.287,-0.075
10.2676,-0.531,0.287,-0.075
10.2677,-0.531,0.287,-0.075
10.2678,-0.531,0.287,-0.075
10.2694,-0.393,0.281,0.14
10.2715,-0.569,0.703,-0.166
10.2735,-0.504,0.78,0.047
10.2755,-0.538,0.536,-0.009
10.2775,-0.528,0.537,0.055
10.2874,-0.617,0.596,0.112
10.2884,-0.596,0.661,-0.145
10.2885,-0.596,0.661,-0.145
10.2886,-0.621,0.685,-0.228
10.2887,-0.621,0.685,-0.228
10.2895,-0.621,0.685,-0.228
10.2915,-0.295,0.559,0.035
10.2934,-0.515,0.33,-0.039
10.2955,-0.578,0.29,-0.062
10.2976,-0.483,0.529,0.014
10.3075,-0.734,0.678,0.092
10.3076,-0.532,0.794,-0.061
10.3086,-0.361,0.426,0.299
10.3088,-0.361,0.426,0.299
10.3089,-0.361,0.426,0.299
10.3094,-0.361,0.426,0.299
10.3115,-0.594,0.447,-0.109
10.3134,-0.433,0.543,-0.236
10.3155,-0.414,0.638,-0.176
10.3175,-0.28,0.328,-0.192
10.3274,0.333,0.485,0.24
10.3277,0.333,0.485,0.24
10.3278,-0.002,0.209,0.108
10.3279,-0.002,0.209,0.108
10.328,-0.002,0.209,0.108
10.3294,0.058,0.155,0.274
10.3315,-0.083,-0.918,-0.629
10.3334,-0.065,-1.173,-0.261
10.3355,0.079,-1.104,0.305
10.3375,-0.273,-0.941,-0.397
10.3474,-0.474,-0.081,-0.191
10.3476,-0.474,-0.081,-0.191
10.3478,-0.474,-0.081,-0.191
10.3479,-0.512,-0.252,0.24
10.348,-0.512,-0.252,0.24
10.3494,-0.453,-0.383,0.328
10.3515,-0.703,-0.28,0.158
10.3534,-0.723,0.047,0.258
10.3555,-0.246,0.16,-0.007
10.3575,-0.249,0.245,0.003
10.3594,-0.313,0.151,-0.051
10.3675,-0.048,0.507,-0.033
10.3678,-0.048,0.507,-0.033
10.3679,-0.048,0.507,-0.033
10.3681,-0.133,0.51,0.098
10.3694,-0.032,0.5,-0.107
10.3715,-0.173,0.374,-0.089
10.3734,-0.251,0.007,-0.048
10.3754,-0.295,0.015,-0.055
10.3775,-0.334,0.048,-0.238
10.3794,-0.43,0.034,0.038
10.3885,-0.489,0.204,-0.194
10.3886,-0.489,0.204,-0.194
10.3887,-0.489,0.204,-0.194
10.3888,-0.489,0.204,-0.194
10.3894,-0.534,0.063,-0.059
10.3914,-0.454,0.148,-0.119
10.3934,-0.459,0.12,-0.235
10.3954,-0.495,0.234,-0.077
10.3974,-0.605,0.29,0.014
10.3994,-0.481,0.208,-0.075
10.4075,-0.315,0.3,0.039
10.4084,-0.424,0.264,-0.025
10.4085,-0.424,0.264,-0.025
10.4086,-0.424,0.264,-0.025
10.4094,-0.461,0.431,0.005
10.4115,-0.459,0.368,-0.161
10.4134,-0.489,0.098,-0.217
10.4155,-0.488,0.336,-0.201
10.4174,-0.422,0.101,-0.011
10.4194,-0.329,0.278,0.134
10.4275,-0.423,0.275,-0.076
10.4276,-0.423,0.275,-0.076
10.4277,-0.423,0.275,-0.076
10.4279,-0.423,0.275,-0.076
10.4294,-0.468,0.172,0.105
10.4314,-0.343,0.075,0.147
10.4334,-0.419,0.431,0.049
10.4354,-0.459,0.163,0.161
10.4374,-0.446,0.371,-0.133
10.4473,-0.626,0.051,0.087
10.4475,-0.626,0.051,0.087
10.4476,-0.626,0.051,0.087
10.4477,-0.626,0.051,0.087
10.4479,-0.626,0.051,0.087
10.4494,-0.311,0.028,-0.062
10.4514,-0.43,0.237,-0.129
10.4534,-0.472,0.047,-0.176
10.4554,-0.509,0.332,-0.015
10.4574,-0.618,0.006,0.15
10.4594,-0.601,0.209,0.271
10.4675,-0.422,0.044,-0.245
10.4676,-0.422,0.044,-0.245
10.4677,-0.422,0.044,-0.245
10.4678,-0.422,0.044,-0.245
10.4695,-0.572,0.164,-0.068
10.4715,-0.572,-0.059,0.168
10.4735,-0.644,-0.086,0.072
10.4755,-0.714,0.264,-0.141
10.4775,-0.59,-0.092,-0.028
10.4795,-0.744,0.142,0.02
10.4885,-0.584,-0.212,-0.053
10.4886,-0.785,0.054,-0.027
10.4887,-0.785,0.054,-0.027
10.4889,-0.785,0.054,-0.027
10.4894,-0.785,0.054,-0.027
10.4915,-0.617,-0.129,-0.015
10.4935,-0.666,-0.395,0.57
10.4954,-0.519,-0.372,0.26
10.4975,-0.594,0.032,-0.546
10.4994,-0.778,0.005,-0.178
10.5076,-0.863,-0.009,0.006
10.5086,-0.673,-0.164,0.27
10.5087,-0.662,-0.099,0.208
10.5088,-0.662,-0.099,0.208
10.5095,-0.662,-0.099,0.208
10.5115,-0.602,-0.034,-0.44
10.5135,-0.709,0.075,-0.17
10.5154,-0.525,-0.257,0.15
10.5175,-0.543,-0.035,-0.297
10.5194,-0.312,-0.194,-0.012
10.5276,0.212,0.089,-0.109
10.5277,0.137,-0.203,0.354
10.5279,0.137,-0.203,0.354
10.528,0.137,-0.203,0.354
10.5294,0.07,-0.279,0.169
10.5315,-0.153,0.107,-0.084
10.5335,0.178,-0.05,0.365
10.5354,0.093,0.189,-0.05
10.5375,-0.045,0.2,-0.158
10.5394,0.111,0.056,-0.147
10.5476,0.005,0.035,-0.256
10.5478,0.005,0.035,-0.256
10.5479,0.017,-0.067,-0.371
10.548,0.017,-0.067,-0.371
10.5494,0.16,-0.131,-0.183
10.5515,-0.134,0.044,-0.157
10.5535,0.154,-0.258,0.066
10.5554,-1.464,0.138,0.253
10.5575,-1.057,-0.123,0.071
10.5673,-0.368,0.186,-0.006
10.5676,-0.368,0.186,-0.006
10.5678,-0.368,0.186,-0.006
10.5679,-0.652,0.265,-0.274
10.5681,-0.652,0.265,-0.274
10.5694,-0.401,0.002,-0.082
10.5714,-0.529,0.554,-0.291
10.5735,-0.408,0.502,0.157
10.5754,-0.516,0.186,-0.077
10.5775,-0.41,0.478,-0.05
10.5794,-0.34,0.634,-0.087
10.5884,-0.534,0.243,-0.1
10.5886,-0.534,0.243,-0.1
10.5888,-0.534,0.243,-0.1
10.589,-0.534,0.243,-0.1
10.5894,-0.663,0.419,-0.36
10.5914,-0.343,0.446,-0.179
10.5934,-0.425,0.438,-0.075
10.5954,-0.266,0.377,0.075
10.5974,-0.358,0.111,0.016
10.5994,-0.6,0.609,0.059
10.6075,-0.254,0.715,0.307
10.6084,-0.395,0.723,0.166
10.6085,-0.395,0.723,0.166
10.6087,-0.395,0.723,0.166
10.6095,-0.221,0.857,0.03
10.6114,-0.419,0.64,0.612
10.6134,-0.734,0.976,-0.169
10.6154,-0.183,0.741,-0.051
10.6174,-0.344,1.013,-0.202
10.6194,-0.255,1.168,-0.186
10.6275,-0.115,0.443,0.011
10.6276,-0.115,0.443,0.011
10.6277,-0.115,0.443,0.011
10.6279,-0.115,0.443,0.011
10.6294,-0.251,0.492,0.249
10.6314,-0.234,0.416,0.261
10.6334,0.111,1.102,0.495
10.6354,-0.24,0.35,0.436
10.6374,0.003,0.738,-0.079
10.6394,0.015,0.558,0.125
10.6475,0.039,0.424,-0.607
10.6476,0.039,0.424,-0.607
10.6477,0.039,0.424,-0.607
10.6478,0.039,0.424,-0.607
10.6494,0.328,0.185,-0.075
10.6514,0.062,0.141,-0.158
10.6534,0.391,0.293,-0.149
10.6554,0.888,0.02,0.054
10.6574,0.732,-0.084,-0.05
10.6594,0.756,0.284,0.39
10.6674,0.79,0.353,0.189
10.6676,0.874,0.173,0.266
10.6677,0.874,0.173,0.266
10.6678,0.874,0.173,0.266
10.6695,0.795,0.451,-0.045
10.6715,0.819,0.489,0.15
10.6735,0.786,0.097,0.376
10.6755,0.637,0.137,0.069
10.6775,0.612,0.691,-0.279
10.6795,0.506,0.465,-0.215
10.6882,0.992,0.376,-0.216
10.6884,0.992,0.376,-0.216
10.6886,0.983,0.692,-0.124
10.6887,0.983,0.692,-0.124
10.6895,0.983,0.692,-0.124
10.6914,1.063,0.946,0.158
10.6935,0.475,0.264,0.244
10.6954,-0.035,0.949,-0.217
10.6975,0.08,0.611,-0.163
10.7073,0.652,0.487,0.183
10.7076,0.652,0.487,0.183
10.7087,0.666,1.543,-0.267
10.7088,0.498,1.372,-0.307
10.7089,0.498,1.372,-0.307
10.7095,0.498,1.372,-0.307
10.7114,0.54,1.175,-0.115
10.7135,0.272,0.525,-0.053
10.7154,0.428,0.729,-0.272
10.7175,0.422,0.946,0.004
10.7274,0.478,0.977,-0.219
10.7277,0.478,0.977,-0.219
10.7278,0.576,1.064,-0.052
10.7279,0.576,1.064,-0.052
10.728,0.576,1.064,-0.052
10.7295,0.361,1.202,-0.173
10.7314,0.255,0.944,-0.054
10.7335,0.443,1.061,-0.247
10.7354,0.314,0.813,0.042
10.7375,0.154,1.078,-0.132
10.7395,0.346,1.2,-0.215
10.7477,0.355,1.543,-0.072
10.7478,0.355,1.543,-0.072
10.7479,0.378,1.469,-0.057
10.7481,0.378,1.469,-0.057
10.7495,0.199,1.359,0.041
10.7514,0.212,1.203,0.246
10.7535,0.403,1.218,-0.103
10.7554,0.18,1.452,-0.165
10.7575,0.102,0.874,-0.072
10.7595,0.177,0.958,-0.19
10.7677,-0.04,0.696,-0.135
10.7679,-0.04,0.696,-0.135
10.768,-0.117,0.953,-0.337
10.7681,-0.117,0.953,-0.337
10.7695,-0.067,0.71,-0.286
10.7714,-0.04,0.956,-0.217
10.7735,0.052,1.278,-0.269
10.7754,-0.08,1.013,-0.213
10.7774,-0.07,0.913,-0.36
10.7795,0.227,0.454,0.027
10.7883,0.157,0.876,0.034
10.7884,0.157,0.876,0.034
10.7885,0.157,0.876,0.034
10.7887,0.157,0.876,0.034
10.7894,0.228,0.962,-0.467
10.7914,0.348,1.135,-0.12
10.7934,0.672,1.353,0.236
10.7954,0.779,1.264,0.226
10.7974,0.906,1.102,-0.041
10.7994,0.873,0.713,-0.041
10.8075,0.873,0.906,-0.154
10.8085,0.903,0.88,0.062
10.8087,0.903,0.88,0.062
10.8089,0.903,0.88,0.062
10.8094,0.603,0.707,0.031
10.8114,0.861,0.785,-0.203
10.8134,1.204,0.949,-0.133
10.8154,1.312,1.578,0.191
10.8174,1.253,0.858,0.019
10.8194,0.78,0.86,0.362
10.8274,0.465,0.844,-0.214
10.8275,0.465,0.844,-0.214
10.8276,0.465,0.844,-0.214
10.8277,0.465,0.844,-0.214
10.8294,0.692,0.94,-0.255
10.8314,0.754,1.106,0.05
10.8334,1.256,1.162,-0.235
10.8354,0.502,1.649,0.061
10.8374,0.394,1.283,-0.032
10.8394,0.438,1.238,-0.057
10.8474,0.153,1.265,0.139
10.8475,0.153,1.265,0.139
10.8476,0.153,1.265,0.139
10.8477,0.153,1.265,0.139
10.8495,0.035,1.287,0.189
10.8514,-0.087,1.428,-0.042
10.8534,-0.152,1.165,0.071
10.8554,0.014,0.992,0.097
10.8574,0.285,0.99,-0.161
10.8594,0.17,1.177,-0.241
10.8675,-0.309,1.217,-0.247
10.8676,-0.309,1.217,-0.247
10.8677,-0.309,1.217,-0.247
10.8678,-0.309,1.217,-0.247
10.8695,-0.189,1.314,-0.083
10.8715,-0.059,0.865,-0.027
10.8735,0.1,0.902,-0.105
10.8755,0.117,0.688,-0.292
10.8775,-0.065,0.631,-0.482
10.8795,0.136,1.181,-0.521
10.8885,-0.288,1.625,0.193
10.8886,-0.136,1.215,0.071
10.8887,-0.136,1.215,0.071
10.8888,-0.136,1.215,0.071
10.8895,-0.136,1.215,0.071
10.8914,-0.171,1.033,0.229
10.8935,-0.33,1.511,-0.077
10.8956,-0.109,1.015,0.163
10.8974,-0.081,0.946,-0.06
10.9073,-0.016,0.896,-0.133
10.9075,-0.016,0.896,-0.133
10.9085,-0.28,1.282,-0.141
10.9086,-0.28,1.282,-0.141
10.9087,-0.283,1.515,-0.049
10.9095,-0.283,1.515,-0.049
10.9114,-0.197,1.029,0.452
10.9135,-0.168,0.504,0.078
10.9155,-0.221,0.791,-0.154
10.9174,-0.326,0.817,-0.032
10.9195,-0.324,1.528,-0.185
10.9276,-0.767,1.214,-0.097
10.9277,-0.767,1.214,-0.097
10.9278,-0.21,0.92,0.086
10.9279,-0.21,0.92,0.086
10.9295,-0.362,1.48,-0.312
10.9314,-0.473,0.835,-0.254
10.9336,-0.6,0.798,-0.245
10.9355,-0.285,1.614,0.319
10.9374,-0.371,0.617,0.022
10.9395,-0.076,0.347,0.141
10.9476,-0.452,1.439,0.003
10.9477,-0.452,1.439,0.003
10.9478,-0.452,1.439,0.003
10.9479,-0.437,0.544,-0.081
10.9495,-0.353,-0.062,0.273
10.9514,-0.345,0.869,-0.275
10.9534,-0.366,0.968,-0.13
10.9555,-0.461,0.547,-0.173
10.9574,-0.586,0.495,-0.076
10.9595,-0.574,0.74,0.057
10.9676,-0.291,-0.179,0.146
10.9677,-0.291,-0.179,0.146
10.9678,-0.291,-0.179,0.146
10.9679,-0.291,-0.179,0.146
10.9695,0.234,-0.341,-0.056
10.9714,0.073,-0.33,-0.039
10.9734,0.038,-0.588,-0.027
10.9755,0.092,-0.954,-0.041
10.9774,0.129,-0.942,-0.12
10.9794,0.459,-1.127,0.068
10.9884,0.084,0.315,-0.056
10.9885,0.084,0.315,-0.056
10.9886,0.084,0.315,-0.056
10.9888,0.084,0.315,-0.056
10.9894,0.18,0.484,-0.269
10.9914,0.329,0.56,-0.15
10.9934,0.583,0.525,0.165
10.9954,-0.295,0.52,0.425
10.9974,0.157,0.52,0.329
10.9994,-0.145,0.597,0.582
11.0075,0.097,0.576,0.144
11.0084,0.01,0.111,0.174
11.0085,0.01,0.111,0.174
11.0086,0.01,0.111,0.174
11.0094,0.053,0.154,0.016
11.0114,-0.318,0.093,-0.233
11.0134,-0.173,0.153,-0.118
11.0154,-0.315,-0.056,-0.353
11.0174,-0.123,0.109,-0.43
11.0274,-0.066,0.253,0.078
11.0275,-0.066,0.253,0.078
11.0276,-0.066,0.253,0.078
11.0277,-0.066,0.253,0.078
11.0278,-0.066,0.253,0.078
11.0294,-0.323,0.238,0.025
11.0314,-0.368,0.144,-0.096
11.0334,-0.234,0.438,0.051
11.0354,-0.389,0.197,0.129
11.0374,-0.092,0.231,-0.01
11.0394,-0.027,0.453,0.237
11.0475,-0.185,0.092,-0.212
11.0476,-0.185,0.092,-0.212
11.0477,-0.185,0.092,-0.212
11.0478,-0.185,0.092,-0.212
11.0494,-0.229,0.287,-0.322
11.0514,-0.438,0.263,-0.259
11.0534,-0.505,0.475,-0.178
11.0554,-0.178,0.187,-0.019
11.0574,0.034,0.286,0.278
11.0594,-0.012,0.088,0.254
11.0675,-0.466,0.094,-0.188
11.0676,-0.466,0.094,-0.188
11.0677,-0.466,0.094,-0.188
11.0678,-0.466,0.094,-0.188
11.0695,0.192,0.162,-0.096
11.0715,0.653,-0.123,0.221
11.0735,0.608,0.012,0.264
11.0755,0.442,0.296,-0.142
11.0775,0.142,0.332,-0.055
11.0795,0.225,0.193,-0.164
11.0882,0.787,-0.107,0.033
11.0884,0.787,-0.107,0.033
11.0885,0.787,-0.107,0.033
11.0886,0.787,-0.107,0.033
11.0895,0.763,0.141,-0.044
11.0916,0.767,-0.099,-0.055
11.0934,0.816,0.129,-0.024
11.0956,0.962,0.035,0.028
11.0974,0.784,0.138,-0.225
11.1072,1.034,0.041,-0.095
11.1074,1.034,0.041,-0.095
11.1084,1.072,-0.037,-0.094
11.1085,1.072,-0.037,-0.094
11.1087,0.997,-0.087,-0.118
11.1095,0.997,-0.087,-0.118
11.1115,1.006,0.006,-0.084
11.1134,0.879,0.044,-0.041
11.1155,0.933,0,0.082
11.1174,0.916,0,-0.18
11.1195,1.02,0.125,-0.08
11.1276,0.753,-0.014,0.11
11.1277,0.753,-0.014,0.11
11.1278,0.696,0.095,-0.258
11.1279,0.696,0.095,-0.258
11.1295,0.862,-0.039,-0.19
11.1315,0.912,-0.259,0.087
11.1334,0.724,-0.066,-0.404
11.1355,1.226,0.001,-0.057
11.1374,1.173,0.11,0.268
11.1395,1.004,-0.293,0.182
11.1476,0.848,0.163,-0.519
11.1477,0.848,0.163,-0.519
11.1478,0.848,0.163,-0.519
11.1479,1.496,-0.148,0.09
11.1494,1.364,0.278,0.085
11.1515,1.109,0.119,-0.102
11.1535,1.059,0.252,-0.083
11.1555,0.903,0.375,0.093
11.1574,0.878,0.351,-0.122
11.1594,0.844,0.46,0.069
11.1675,1.103,0.545,-0.234
11.1676,1.103,0.545,-0.234
11.1677,1.103,0.545,-0.234
11.1678,1.103,0.545,-0.234
11.1694,1.152,0.885,0.085
11.1715,0.648,1.043,0.227
11.1734,0.513,0.956,-0.21
11.1754,0.584,1.048,-0.306
11.1774,0.438,0.828,-0.058
11.1794,0.7,1.33,-0.136
11.1881,0.379,1.008,-0.189
11.1883,0.379,1.008,-0.189
11.1884,0.379,1.008,-0.189
11.1885,0.379,1.008,-0.189
11.1894,0.412,0.948,-0.043
11.1914,0.623,0.878,0.006
11.1934,0.536,1.041,-0.082
11.1954,0.267,1.184,0.015
11.1974,0.487,1.114,-0.069
11.1994,0.393,1.023,-0.041
11.2073,0.374,1.198,-0.196
11.2083,0.195,1.091,-0.235
11.2084,0.195,1.091,-0.235
11.2085,0.195,1.091,-0.235
11.2094,0.368,1.04,-0.127
11.2114,0.299,1.205,-0.195
11.2134,0.388,1.199,-0.133
11.2154,0.423,1.297,0.12
11.2174,0.546,1.072,0.123
11.2272,0.335,1.221,-0.183
11.2274,0.282,1.13,-0.179
11.2275,0.282,1.13,-0.179
11.2276,0.282,1.13,-0.179
11.2277,0.282,1.13,-0.179
11.2294,0.284,1.099,-0.312
11.2314,0.294,1.026,-0.19
11.2334,-0.006,1.39,0.077
11.2354,0.189,0.939,0.104
11.2375,0.326,1.174,-0.13
11.2394,0.4,1.242,-0.189
11.2474,-0.032,1.097,-0.096
11.2475,-0.032,1.097,-0.096
11.2476,-0.032,1.097,-0.096
11.2478,-0.032,1.097,-0.096
11.2495,0.032,1.014,0.022
11.2514,0.124,1.363,-0.161
11.2534,0.242,1.342,0.064
11.2554,0.222,0.814,-0.012
11.2575,0.049,0.841,-0.318
11.2674,0.123,1.276,0.107
11.2676,0.259,1.252,0.142
11.2677,0.259,1.252,0.142
11.2678,0.259,1.252,0.142
11.2679,0.259,1.252,0.142
11.2695,0.212,1.303,0.108
11.2715,0.059,1.197,-0.058
11.2735,0.247,1.321,-0.03
11.2755,0.166,1.176,-0.18
11.2775,0.106,1.252,-0.099
11.2794,0.121,1.208,0.043
11.2883,0.103,1.392,0.065
11.2884,0.103,1.392,0.065
11.2886,0.103,1.392,0.065
11.2887,0.169,1.283,0.094
11.2894,0.169,1.283,0.094
11.2916,0.047,1.212,0.161
11.2934,-0.047,1.174,-0.048
11.2955,-0.08,1.133,0.024
11.2975,-0.205,1.16,-0.025
11.3074,-0.183,1.216,-0.131
11.3077,-0.183,1.216,-0.131
11.3088,-0.306,1.008,0.02
11.3089,-0.306,1.008,0.02
11.3091,-0.306,1.008,0.02
11.3095,-0.306,1.008,0.02
11.3115,-0.298,0.509,-0.042
11.3134,-0.379,0.434,0.142
11.3155,-0.414,0.678,-0.032
11.3175,-0.371,0.973,-0.056
11.3194,-0.31,0.79,-0.065
11.3276,-0.403,0.005,-0.071
11.3278,-0.403,0.005,-0.071
11.3279,-0.301,0.028,0.067
11.328,-0.301,0.028,0.067
11.3294,-0.285,0.039,-0.041
11.3315,-0.406,0.023,0.023
11.3334,-0.515,-0.026,-0.042
11.3355,-0.514,0.008,0.068
11.3375,-0.439,0.172,-0.077
11.3394,-0.579,0.132,-0.111
11.3476,-0.345,0.287,0.061
11.3478,-0.345,0.287,0.061
11.3479,-0.368,0.218,0.132
11.348,-0.368,0.218,0.132
11.3494,-0.38,0.298,-0.054
11.3515,-0.347,0.24,-0.09
11.3534,-0.352,0.226,-0.025
11.3554,-0.535,0.158,-0.101
11.3575,-0.321,0.311,-0.12
11.3594,-0.241,0.306,-0.221
11.3675,-0.439,0.345,-0.098
11.3677,-0.439,0.345,-0.098
11.368,-0.439,0.345,-0.098
11.3681,-0.481,0.409,0.144
11.3694,-0.624,0.418,0.044
11.3714,-0.427,0.328,-0.116
11.3734,-0.262,0.307,-0.07
11.3754,-0.383,0.168,-0.024
11.3774,-0.445,0.336,-0.028
11.3873,-0.407,0.423,-0.074
11.3884,-0.38,0.424,-0.055
11.3885,-0.38,0.424,-0.055
11.3887,-0.38,0.424,-0.055
11.3888,-0.38,0.424,-0.055
11.3894,-0.464,0.393,-0.167
11.3914,-0.526,0.282,-0.096
11.3934,-0.516,0.186,0.016
11.3954,-0.426,0.209,0.088
11.3974,-0.241,0.435,0.038
11.3994,-0.286,0.339,-0.185
11.4075,-0.388,0.372,0.022
11.4084,-0.674,0.382,-0.055
11.4085,-0.674,0.382,-0.055
11.4086,-0.674,0.382,-0.055
11.4094,-0.432,0.312,0.053
11.4114,-0.387,0.181,0.038
11.4134,-0.41,0.241,0.042
11.4154,-0.467,0.393,-0.074
11.4174,-0.395,0.327,-0.175
11.4194,-0.62,0.25,0.078
11.4275,-0.529,0.209,-0.054
11.4276,-0.529,0.209,-0.054
11.4277,-0.529,0.209,-0.054
11.4279,-0.529,0.209,-0.054
11.4294,-0.371,0.191,-0.118
11.4314,-0.444,0.295,0.091
11.4334,-0.401,0.275,-0.058
11.4354,-0.348,0.263,-0.028
11.4374,-0.494,0.375,-0.024
11.4394,-0.499,0.233,0.095
11.4475,-0.387,0.218,0.027
11.4476,-0.387,0.218,0.027
11.4477,-0.387,0.218,0.027
11.4478,-0.387,0.218,0.027
11.4494,-0.429,0.329,0.04
11.4514,-0.403,0.266,-0.013
11.4535,-0.557,0.25,-0.067
11.4554,-0.461,0.256,0.034
11.4575,-0.4,0.296,-0.039
11.4595,-0.406,0.241,0.042
11.4675,-0.406,0.153,-0.185
11.4676,-0.406,0.153,-0.185
11.4677,-0.406,0.153,-0.185
11.4678,-0.406,0.153,-0.185
11.4695,-0.356,0.251,-0.199
11.4715,-0.388,0.21,0.025
11.4735,-0.421,0.222,0.013
11.4755,-0.406,0.298,-0.01
11.4775,-0.414,0.218,-0.088
11.4794,-0.337,0.261,-0.044
11.4886,-0.38,0.171,0.115
11.4887,-0.348,0.141,-0.113
11.4888,-0.348,0.141,-0.113
11.4889,-0.348,0.141,-0.113
11.4894,-0.348,0.141,-0.113
11.4915,-0.407,0.215,-0.083
11.4935,-0.424,0.177,-0.157
11.4954,-0.346,0.22,0.056
11.4975,-0.476,0.162,-0.029
11.4994,-0.295,0.237,-0.047
11.5075,-0.561,0.218,0.05
11.5086,-0.479,0.242,-0.196
11.5087,-0.479,0.242,-0.196
11.5088,-0.452,0.22,-0.021
11.5094,-0.452,0.22,-0.021
11.5115,-0.258,0.085,-0.046
11.5135,-0.34,0.308,-0.077
11.5155,-0.367,0.198,0.044
11.5175,-0.537,0.09,-0.04
11.5194,-0.25,0.228,-0.147
11.5275,-0.583,0.423,-0.219
11.5278,-0.583,0.423,-0.219
11.5279,-0.163,0.262,0.047
11.528,-0.163,0.262,0.047
11.5294,-0.428,0.13,-0.249
11.5315,-0.358,0.198,-0.136
11.5335,-0.246,0.338,-0.085
11.5354,-0.364,0.293,-0.154
11.5375,-0.392,0.008,0.113
11.5394,-0.353,0.044,-0.083
11.5476,-0.443,0.001,-0.167
11.5478,-0.443,0.001,-0.167
11.5479,-0.396,0.061,-0.102
11.548,-0.396,0.061,-0.102
11.5494,-0.362,-0.182,0.021
11.5515,-0.52,-0.297,0.114
11.5535,-0.368,-0.218,0.04
11.5554,-0.672,-0.27,-0.201
11.5575,-0.454,-0.382,0.121
11.5673,-0.43,-0.206,-0.332
11.5675,-0.43,-0.206,-0.332
11.5677,-0.43,-0.206,-0.332
11.5679,-0.43,-0.206,-0.332
11.568,-0.307,-0.383,0.043
11.5694,-0.284,-0.538,0.076
11.5714,-0.413,-0.515,0.141
11.5734,-0.586,-0.349,-0.062
11.5754,-0.392,-0.224,-0.096
11.5774,-0.556,-0.64,0.208
11.5794,-0.455,-0.214,0.073
