---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE07

Time Stamp (Second(s)), Accel X (G), Accel Y (G), Accel Z (G)
14.9734,0.095,1.059,-0.067
14.9755,-0.005,0.945,-0.188
14.9774,0.092,0.971,-0.108
14.9795,0.137,1.033,0.089
14.9883,0.186,0.803,-0.027
14.9884,0.186,0.803,-0.027
14.9885,0.186,0.803,-0.027
14.9886,0.186,0.803,-0.027
14.9894,0.15,0.819,-0.294
14.9914,0.057,0.762,-0.257
14.9934,0.084,1.071,-0.218
14.9954,-0.044,1.187,0.072
14.9974,0.104,1.199,0.078
14.9994,-0.038,1.206,0.283
15.0074,0.077,0.773,-0.251
15.0083,0.034,0.674,-0.353
15.0084,0.034,0.674,-0.353
15.0085,0.034,0.674,-0.353
15.0094,-0.032,0.821,-0.323
15.0114,0.002,0.946,-0.158
15.0134,-0.18,1.254,0.084
15.0155,0.054,1.146,0.048
15.0174,0.198,0.932,-0.085
15.0194,0.302,0.999,0.009
15.0274,0.19,0.967,0.052
15.0275,0.19,0.967,0.052
15.0276,0.19,0.967,0.052
15.0277,0.19,0.967,0.052
15.0294,0.086,1.001,-0.178
15.0314,-0.127,1.323,-0.216
15.0334,0.001,1.167,-0.039
15.0354,0.139,1.314,-0.023
15.0374,0.293,1.115,0.02
15.0394,0.246,1.108,-0.062
15.0473,0.185,1.055,0.037
15.0474,0.173,1.274,-0.218
15.0475,0.173,1.274,-0.218
15.0477,0.173,1.274,-0.218
15.0494,0.179,1.015,-0.076
15.0514,0.074,1.115,-0.159
15.0534,-0.076,1.259,-0.133
15.0554,0.128,1.001,-0.148
15.0574,0.121,1.196,0.05
15.0594,0.102,0.939,-0.047
15.0674,0.199,1.262,-0.082
15.0675,0.299,1.154,-0.04
15.0676,0.299,1.154,-0.04
15.0678,0.299,1.154,-0.04
15.0695,0.136,1.211,-0.047
15.0715,0.126,1.026,-0.02
15.0735,-0.021,1.329,-0.046
15.0755,0.008,1.34,-0.164
15.0775,0.036,1.17,-0.085
15.0795,0.128,0.999,-0.062
15.0883,0.2,1.214,-0.109
15.0885,0.2,1.214,-0.109
15.0886,0.107,1.173,-0.066
15.0887,0.107,1.173,-0.066
15.0895,0.107,1.173,-0.066
15.0915,0.179,1.198,0.073
15.0935,0.205,1.221,0.12
15.0955,0.199,1.17,-0.041
15.0974,0.229,1.014,-0.23
15.0995,0.172,0.975,-0.091
15.1075,-0.073,1.186,-0.106
15.1083,0.026,1.159,0.051
15.1084,0.026,1.159,0.051
15.1086,0.026,1.159,0.051
15.1095,0.086,1.08,-0.247
15.1115,0.11,0.914,-0.09
15.1135,0.035,1.101,-0.072
15.1155,0.054,1.382,-0.091
15.1174,0.107,1.546,-0.046
15.1272,0.093,1.217,0.065
15.1273,0.093,1.217,0.065
15.1274,0.093,1.217,0.065
15.1275,0.093,1.217,0.065
15.1276,0.093,1.217,0.065
15.1295,0.09,1.232,-0.158
15.1315,0.008,1.103,-0.258
15.1334,0.065,1.374,-0.027
15.1355,-0.02,1.379,0.099
15.1374,-0.002,1.097,0.129
15.1395,-0.084,1.035,-0.249
15.1476,-0.055,0.825,-0.078
15.1477,-0.055,0.825,-0.078
15.1478,-0.055,0.825,-0.078
15.1479,0.009,1.166,-0.013
15.1495,-0.007,1.344,-0.04
15.1515,0.052,1.068,-0.082
15.1534,0.052,0.974,-0.202
15.1555,0.096,0.865,-0.396
15.1574,-0.018,1.25,-0.077
15.1594,0.096,1.485,-0.135
15.1675,0.189,1.525,0.065
15.1676,0.189,1.525,0.065
15.1677,0.189,1.525,0.065
15.1678,0.189,1.525,0.065
15.1694,-0.016,1.361,0.015
15.1715,0.064,1.24,-0.164
15.1734,0.034,1.046,-0.135
15.1755,-0.015,1.085,-0.141
15.1774,-0.016,1.063,-0.15
15.1794,0.102,1.094,-0.13
15.1881,0.18,1.032,-0.088
15.1883,0.18,1.032,-0.088
15.1884,0.18,1.032,-0.088
15.1885,0.18,1.032,-0.088
15.1894,0.074,0.994,-0.208
15.1914,0.007,1.037,-0.187
15.1934,0.047,1.169,0.007
15.1954,0.108,0.963,0
15.1974,0.336,1.032,-0.015
15.1994,0.547,0.928,-0.081
15.2074,0.932,0.979,-0.17
15.2085,0.856,0.927,0.023
15.2087,0.856,0.927,0.023
15.2088,0.856,0.927,0.023
15.2094,0.85,0.939,-0.094
15.2114,0.642,0.915,-0.023
15.2134,0.88,0.826,-0.124
15.2154,0.949,0.966,-0.099
15.2174,1.146,1.011,-0.063
15.2194,1.105,1.184,0.177
15.2275,0.455,1.251,-0.191
15.2276,0.455,1.251,-0.191
15.2277,0.455,1.251,-0.191
15.2278,0.455,1.251,-0.191
15.2294,0.583,1.066,-0.205
15.2314,0.475,0.994,-0.387
15.2334,0.52,1.204,-0.265
15.2354,0.43,1.046,-0.218
15.2374,0.647,1.14,-0.375
15.2473,0.516,1.515,-0.212
15.2475,0.496,1.259,0.004
15.2476,0.496,1.259,0.004
15.2477,0.496,1.259,0.004
15.2478,0.496,1.259,0.004
15.2494,0.46,1.098,-0.186
15.2514,0.255,0.888,-0.143
15.2534,-0.304,0.5,-0.133
15.2554,-0.248,0.712,0.107
15.2574,-0.761,1.044,0.181
15.2594,-0.046,1.284,0.078
15.2675,-0.087,0.793,-0.287
15.2676,-0.087,0.793,-0.287
15.2677,-0.087,0.793,-0.287
15.2678,-0.087,0.793,-0.287
15.2694,-0.204,0.824,-0.39
15.2715,-0.338,1.151,-0.131
15.2734,-0.247,1.233,-0.043
15.2755,-0.052,1.349,0.121
15.2775,0.004,1.171,0.05
15.2795,-0.07,1.381,0.11
15.2883,-0.174,0.784,-0.218
15.2884,-0.174,0.784,-0.218
15.2885,-0.174,0.784,-0.218
15.2886,-0.234,0.901,-0.066
15.2895,-0.234,0.901,-0.066
15.2915,-0.314,0.94,-0.123
15.2935,-0.252,1.176,-0.118
15.2955,-0.144,0.987,-0.047
15.2975,0.186,1.008,-0.081
15.2994,0.308,1.201,-0.12
15.3076,0.148,1.016,-0.006
15.3085,0.202,1.338,0.098
15.3086,-0.017,1.253,0.034
15.3087,-0.017,1.253,0.034
15.3094,-0.017,1.253,0.034
15.3115,0,1.302,0.114
15.3134,0.188,1.359,-0.028
15.3155,0.378,1.005,-0.187
15.3175,0.352,1.251,-0.211
15.3194,0.315,0.924,0.016
15.3275,0.312,1.46,-0.219
15.3277,0.312,1.46,-0.219
15.3278,0.396,1.449,-0.061
15.3279,0.396,1.449,-0.061
15.3315,0.559,1.331,0.162
15.3334,0.43,1.208,0.14
15.3355,0.362,1.153,0.056
15.3375,0.218,1.174,-0.035
15.3394,-0.056,0.879,-0.177
15.3475,0.123,0.797,0.09
15.3478,0.123,0.797,0.09
15.3479,0.192,0.724,0.059
15.348,0.192,0.724,0.059
15.3495,0.049,0.59,-0.048
15.3515,-0.238,0.207,-0.073
15.3534,-0.398,0.159,-0.176
15.3554,-0.288,0.25,-0.317
15.3575,-0.159,0.39,-0.16
15.3594,-0.141,0.491,0.08
15.3673,0.111,1.022,-0.086
15.3675,0.111,1.022,-0.086
15.3677,0.111,1.022,-0.086
15.3679,0.111,1.022,-0.086
15.3694,0.038,1.045,-0.055
15.3715,-0.095,1.021,0.136
15.3734,-0.026,0.963,0.1
15.3754,-0.129,1.275,0.001
15.3775,0.06,1.188,-0.162
15.3794,0.085,1.033,-0.018
15.3884,0.182,1.081,-0.21
15.3885,0.182,1.081,-0.21
15.3886,0.182,1.081,-0.21
15.3895,0.194,1.076,-0.168
15.3914,0.054,1.113,-0.175
15.3934,0.112,1.541,0.108
15.3954,0.045,1.264,0.244
15.3974,0.027,1.349,0.122
15.3994,-0.155,1.306,-0.06
15.4075,0.088,1.085,-0.252
15.4076,0.088,1.085,-0.252
15.4078,0.088,1.085,-0.252
15.4081,0.088,1.085,-0.252
15.4094,0.053,0.915,-0.188
15.4114,-0.07,1.387,-0.076
15.4134,-0.194,1.597,-0.034
15.4154,-0.285,0.763,0.076
15.4174,-0.252,0.342,-0.038
15.4194,-0.423,0.557,-0.288
15.4274,0.046,0.98,0.005
15.4275,0.046,0.98,0.005
15.4276,0.046,0.98,0.005
15.4278,0.046,0.98,0.005
15.4294,-0.114,1.067,-0.041
15.4314,-0.244,1.299,-0.226
15.4334,-0.313,1.262,-0.218
15.4354,-0.188,1.258,-0.076
15.4374,0.008,1.056,-0.058
15.4394,-0.08,1.329,0.03
15.4475,-0.041,1.333,0.048
15.4476,-0.041,1.333,0.048
15.4477,-0.041,1.333,0.048
15.4479,-0.041,1.333,0.048
15.4494,-0.014,1.027,-0.007
15.4514,-0.016,1.074,-0.05
15.4534,0.148,0.868,-0.254
15.4554,-0.074,1.078,-0.265
15.4574,-0.113,1.248,-0.079
15.4594,-0.174,1.133,-0.171
15.4684,-0.119,0.988,-0.15
15.4685,-0.012,0.962,-0.033
15.4686,-0.012,0.962,-0.033
15.4687,-0.012,0.962,-0.033
15.4694,0.064,1.089,-0.151
15.4714,-0.041,1.187,-0.202
15.4734,0.025,1.282,-0.097
15.4754,-0.011,1.128,0.001
15.4774,-0.166,1.129,-0.023
15.4794,-0.228,1.288,0.067
15.4875,0.037,1.029,-0.177
15.4885,0.05,1.191,-0.155
15.4886,0.17,1.333,-0.054
15.4887,0.17,1.333,-0.054
15.4895,0.042,1.402,-0.037
15.4915,0.127,1.202,-0.037
15.4935,0.257,1.277,0.011
15.4955,0.308,1.092,0.01
15.4975,0.203,1.145,-0.071
15.4995,0.355,1.622,0.067
15.5076,0.153,1.2,-0.162
15.5077,0.14,1.18,-0.077
15.5078,0.14,1.18,-0.077
15.5079,0.14,1.18,-0.077
15.5094,0.268,1.448,0.007
15.5115,0.192,1.267,0.055
15.5136,0.343,1.331,-0.041
15.5154,0.222,0.987,0.032
15.5175,0.164,1.277,-0.074
15.5194,0.114,1.327,-0.11
15.5276,-0.035,0.863,-0.194
15.5277,0.1,1.076,-0.142
15.5278,0.1,1.076,-0.142
15.5279,0.1,1.076,-0.142
15.5294,-0.109,1.187,-0.18
15.5315,-0.047,1.421,-0.071
15.5335,0.263,1.349,0.057
15.5354,0.259,1.196,-0.017
15.5375,0.215,1.066,-0.14
15.5474,0.096,1.285,-0.074
15.5476,0.096,1.285,-0.074
15.5478,0.005,1.416,0.08
15.5479,0.005,1.416,0.08
15.548,0.005,1.416,0.08
15.5494,0.077,1.259,0.159
15.5515,0.079,1.203,0.083
15.5535,0.109,1.169,0.037
15.5554,0.219,1.083,-0.061
15.5575,0.091,0.96,-0.094
15.5594,0.078,1.164,-0.321
15.5685,-0.068,1.074,-0.12
15.5687,-0.068,1.074,-0.12
15.5689,-0.068,1.074,-0.12
15.569,-0.081,1.245,-0.091
15.5694,-0.081,1.245,-0.091
15.5715,-0.05,1.343,-0.012
15.5735,-0.025,1.137,-0.087
15.5754,-0.048,1.378,-0.018
15.5775,0.071,1.333,-0.005
15.5874,-0.069,1.151,-0.056
15.5876,-0.069,1.151,-0.056
15.5886,-0.117,1.003,-0.132
15.5888,-0.117,1.003,-0.132
15.589,-0.117,1.003,-0.132
15.5894,-0.133,0.942,-0.203
15.5914,-0.194,0.969,-0.131
15.5935,-0.497,0.435,-0.069
15.5954,-0.409,0.21,0.025
15.5975,-0.494,0.35,0.065
15.6073,-0.307,-0.005,-0.079
15.6075,-0.307,-0.005,-0.079
15.6077,-0.307,-0.005,-0.079
15.6079,-0.307,-0.005,-0.079
15.6081,-0.307,-0.005,-0.079
15.6094,-0.187,0.279,-0.135
15.6114,-0.324,0.308,-0.171
15.6134,-0.566,0.318,-0.145
15.6154,-0.249,0.431,-0.116
15.6174,-0.296,0.503,0.056
15.6194,-0.118,0.518,0.184
15.6275,-0.239,0.637,-0.139
15.6276,-0.239,0.637,-0.139
15.6278,-0.239,0.637,-0.139
15.628,-0.239,0.637,-0.139
15.6294,-0.198,0.456,0
15.6314,-0.281,0.377,0.008
15.6334,-0.236,0.341,0.016
15.6354,-0.184,0.45,0.069
15.6374,-0.254,0.226,-0.002
15.6394,-0.207,0.054,0.064
15.6475,-0.384,-0.681,0.145
15.6476,-0.384,-0.681,0.145
15.6477,-0.384,-0.681,0.145
15.6479,-0.384,-0.681,0.145
15.6494,-0.268,-0.819,0.048
15.6514,-0.365,-1.232,0.012
15.6534,-0.362,-1.006,-0.227
15.6554,-0.267,-0.83,-0.072
15.6574,-0.249,-0.765,-0.103
15.6594,-0.609,-0.905,-0.15
15.6684,-0.505,-0.482,-0.268
15.6685,-0.505,-0.482,-0.268
15.6686,-0.505,-0.482,-0.268
15.6687,-0.505,-0.482,-0.268
15.6694,-0.4,-0.818,-0.025
15.6714,-0.53,-0.801,-0.059
15.6734,-0.622,-0.406,0.082
15.6754,-0.501,-0.205,0.144
15.6774,-0.592,-0.566,-0.123
15.6794,-0.406,-0.223,-0.081
15.6875,-0.333,0.142,0.071
15.6888,-0.203,0.306,-0.031
15.6889,-0.203,0.306,-0.031
15.6891,-0.203,0.306,-0.031
15.6895,-0.239,0.331,-0.009
15.6915,-0.314,0.163,-0.053
15.6935,-0.501,0.194,0.012
15.6955,-0.399,0.239,-0.064
15.6975,-0.165,0.025,0.036
15.6995,-0.313,0.093,0.118
15.7076,-0.484,0.221,0.069
15.7077,-0.484,0.221,0.069
15.7078,-0.484,0.221,0.069
15.7079,-0.484,0.221,0.069
15.7114,-0.323,-0.015,-0.014
15.7135,-0.31,0.176,0.256
15.7154,-0.291,0.398,-0.034
15.7176,-0.512,0.191,-0.118
15.7274,-0.281,0.532,-0.135
15.7276,-0.281,0.532,-0.135
15.7278,-0.284,0.262,0.142
15.7279,-0.284,0.262,0.142
15.728,-0.284,0.262,0.142
15.7295,-0.231,0.195,0.034
15.7314,-0.378,0.424,0.049
15.7335,-0.31,0.416,0.104
15.7354,-0.281,0.506,-0.108
15.7375,-0.173,0.311,0
15.7395,-0.236,0.335,0.052
15.7477,-0.131,0.347,0.103
15.7478,-0.127,0.208,0.224
15.7479,-0.127,0.208,0.224
15.748,-0.127,0.208,0.224
15.7495,-0.251,0.264,0.153
15.7514,-0.389,0.189,0.074
15.7535,-0.31,0.315,-0.125
15.7554,-0.369,0.198,-0.031
15.7576,-0.188,0.182,-0.031
15.7595,-0.052,0.227,-0.206
15.7688,-0.149,0.356,-0.086
15.7689,-0.115,-0.042,-0.103
15.769,-0.115,-0.042,-0.103
15.7695,-0.115,-0.042,-0.103
15.7714,0.203,0.056,0.01
15.7735,0.077,0.014,-0.074
15.7754,0.016,0.056,0.095
15.7774,-0.076,-0.032,0.063
15.7795,0.293,0.22,-0.005
15.7875,0.536,0.043,-0.096
15.7877,0.536,0.043,-0.096
15.7879,0.536,0.043,-0.096
15.788,0.51,-0.064,0.046
15.7914,0.477,0.251,-0.088
15.7935,0.563,0.026,0
15.7954,0.625,0.045,-0.109
15.7974,0.626,-0.183,0.022
15.7995,0.689,-0.241,0.003
15.8074,0.767,-0.444,-0.076
15.8075,0.767,-0.444,-0.076
15.8077,0.767,-0.444,-0.076
15.8079,0.767,-0.444,-0.076
15.8094,0.607,-0.294,-0.287
15.8114,0.528,-0.214,-0.128
15.8134,0.451,-0.031,-0.039
15.8154,0.167,-0.257,0.051
15.8174,0.34,-0.136,-0.136
15.8194,0.484,-0.173,-0.178
15.8273,0.424,-0.218,0.083
15.8274,0.424,-0.218,0.083
15.8275,0.424,-0.218,0.083
15.8276,0.424,-0.218,0.083
15.8294,-0.01,0.094,-0.031
15.8314,0.301,-0.13,-0.178
15.8334,0.5,-0.155,-0.132
15.8354,0.566,-0.166,0.146
15.8374,0.551,-0.244,0.005
15.8472,0.306,-0.332,0.015
15.8482,0.401,-0.413,0.05
15.8483,0.367,-0.411,0.016
15.8484,0.367,-0.411,0.016
15.8485,0.367,-0.411,0.016
15.8494,0.26,-0.457,-0.064
15.8514,0.099,-0.366,-0.028
15.8534,-0.051,-0.344,0.014
15.8554,0.062,-0.398,0.038
15.8574,0.161,-0.349,0.127
15.8673,-0.042,-0.401,-0.07
15.8674,-0.042,-0.401,-0.07
15.8676,-0.042,-0.401,-0.07
15.8677,-0.042,-0.401,-0.07
15.8678,-0.042,-0.401,-0.07
15.8694,0.293,-0.549,0.002
15.8714,0.319,-0.623,-0.016
15.8734,0.086,-0.672,-0.171
15.8754,0.158,-0.782,0.096
15.8774,0.19,-0.946,-0.115
15.8874,0.037,-1.095,-0.048
15.8875,0.027,-0.994,-0.146
15.8876,0.027,-0.994,-0.146
15.8877,0.027,-0.994,-0.146
15.8878,0.027,-0.994,-0.146
15.8895,0.217,-0.939,-0.122
15.8935,0.046,-1.116,0.007
15.8955,0.089,-1.131,0.015
15.8975,0.052,-1.098,-0.053
15.8995,0.063,-1.16,-0.035
15.9075,-0.091,-1.036,0.044
15.9076,-0.091,-1.036,0.044
15.9078,-0.091,-1.036,0.044
15.9079,-0.091,-1.036,0.044
15.9095,-0.09,-0.95,0.061
15.9114,-0.248,-1.121,-0.118
15.9135,-0.186,-1.293,-0.031
15.9155,-0.13,-1.146,0.021
15.9174,-0.126,-1.32,0.003
15.9195,-0.04,-1.039,-0.066
15.9286,-0.337,-1.031,0.024
15.9287,-0.151,-1.078,0.055
15.9288,-0.151,-1.078,0.055
15.9289,-0.151,-1.078,0.055
15.9295,-0.151,-1.078,0.055
15.9314,-0.234,-1.062,0.022
15.9335,-0.433,-1.139,0.078
15.9355,-0.205,-0.876,-0.131
15.9374,-0.355,-1.132,-0.096
15.9395,-0.562,-1.007,-0.037
15.9475,-0.227,-0.857,0
15.9485,-0.259,-1.039,-0.05
15.9487,-0.259,-1.039,-0.05
15.9488,-0.41,-1.059,0.04
15.9495,-0.41,-1.059,0.04
15.9514,-0.273,-1.055,0.025
15.9535,-0.187,-0.885,-0.085
15.9555,-0.343,-1.019,-0.114
15.9574,-0.443,-0.924,-0.079
15.9673,-0.451,-1.198,0.038
15.9675,-0.451,-1.198,0.038
15.9676,-0.451,-1.198,0.038
15.9677,-0.451,-1.198,0.038
15.9678,-0.451,-1.198,0.038
15.9695,-0.44,-0.919,-0.123
15.9714,-0.302,-0.821,-0.183
15.9735,-0.392,-0.712,-0.134
15.9755,-0.617,-0.939,-0.065
15.9774,-0.713,-0.955,-0.06
15.9795,-0.345,-1.127,0.189
15.9876,-0.484,-0.919,-0.089
15.9877,-0.484,-0.919,-0.089
15.9878,-0.484,-0.919,-0.089
15.9879,-0.484,-0.919,-0.089
15.9895,-0.572,-0.977,-0.184
15.9914,-0.733,-0.972,0.019
15.9934,-0.536,-0.911,-0.026
15.9955,-0.612,-0.847,-0.085
15.9974,-0.703,-0.801,-0.027
16.0073,-0.54,-0.856,-0.004
16.0074,-0.54,-0.856,-0.004
16.0076,-0.54,-0.856,-0.004
16.0077,-0.54,-0.856,-0.004
16.0078,-0.54,-0.856,-0.004
16.0095,-0.731,-0.888,-0.135
16.0114,-0.616,-0.737,-0.06
16.0134,-0.735,-1.098,0.102
16.0154,-0.604,-0.882,0.114
16.0174,-0.501,-0.721,-0.067
16.0273,-0.539,-0.577,-0.109
16.0284,-0.551,-0.566,-0.078
16.0285,-0.551,-0.566,-0.078
16.0287,-0.551,-0.566,-0.078
16.0288,-0.551,-0.566,-0.078
16.0295,-0.639,-0.447,-0.042
16.0314,-0.703,-0.468,-0.015
16.0334,-0.614,-0.429,0.062
16.0354,-0.578,-0.232,0.102
16.0374,-0.64,-0.229,-0.119
16.0394,-0.42,0.04,-0.096
16.0475,-0.476,0.034,-0.222
16.0484,-0.541,0.029,-0.074
16.0485,-0.541,0.029,-0.074
16.0486,-0.541,0.029,-0.074
16.0494,-0.665,0.207,-0.018
16.0514,-0.369,-0.004,0.122
16.0534,-0.351,0.115,0.004
16.0554,-0.328,0.022,-0.112
16.0574,-0.292,-0.015,-0.052
16.0594,-0.241,-0.241,-0.061
16.0674,-0.166,0.102,-0.028
16.0675,-0.166,0.102,-0.028
16.0676,-0.166,0.102,-0.028
16.0677,-0.166,0.102,-0.028
16.0714,0.077,0.035,-0.15
16.0734,0.376,-0.04,-0.208
16.0754,0.404,-0.111,0.16
16.0774,0.221,-0.243,0.186
16.0794,0.327,-0.125,0.212
16.0875,0.26,-0.254,-0.04
16.0876,0.26,-0.254,-0.04
16.0877,0.26,-0.254,-0.04
16.0878,0.26,-0.254,-0.04
16.0894,0.359,-0.108,-0.141
16.0914,0.51,-0.13,-0.027
16.0934,0.533,-0.148,-0.071
16.0954,0.171,-0.282,-0.094
16.0975,0.191,-0.228,-0.06
16.0995,0.27,-0.199,-0.206
16.1075,0.104,-0.187,0.207
16.1076,0.104,-0.187,0.207
16.1077,0.104,-0.187,0.207
16.1078,0.104,-0.187,0.207
16.1095,0.014,-0.148,0.142
16.1115,0.174,0.016,-0.112
16.1135,0.21,0.006,-0.075
16.1155,0.133,-0.053,-0.079
16.1175,0.1,-0.176,-0.061
16.1273,0.085,-0.096,0.024
16.1284,0.119,-0.084,0.044
16.1285,0.119,-0.084,0.044
16.1287,0.108,-0.068,0.078
16.1296,0.108,-0.068,0.078
16.1316,0.364,-0.094,-0.16
16.1334,0.343,0.042,-0.201
16.1355,0.337,0.007,-0.117
16.1374,0.172,0.068,-0.119
16.1395,0.193,-0.045,0.052
16.1476,0.385,-0.151,-0.04
16.1478,0.379,-0.124,-0.074
16.1479,0.379,-0.124,-0.074
16.148,0.379,-0.124,-0.074
16.1495,0.363,-0.277,-0.054
16.1515,0.216,-0.187,-0.015
16.1534,0.198,-0.154,0.041
16.1555,0.361,-0.254,-0.104
16.1574,0.558,-0.295,-0.101
16.1673,0.487,-0.469,-0.04
16.1674,0.487,-0.469,-0.04
16.1675,0.487,-0.469,-0.04
16.1677,0.487,-0.469,-0.04
16.1678,0.455,-0.463,-0.065
16.1696,0.385,-0.423,-0.085
16.1715,0.243,-0.545,-0.142
16.1734,0.358,-0.599,-0.138
16.1755,0.395,-0.642,-0.125
16.1774,0.138,-0.657,0.087
16.1873,0.02,-0.41,-0.069
16.1875,0.02,-0.41,-0.069
16.1876,0.02,-0.41,-0.069
16.1877,0.02,-0.41,-0.069
16.1878,0.02,-0.41,-0.069
16.1894,-0.083,-0.465,0.016
16.1915,-0.205,-0.383,0.023
16.1935,-0.142,-0.37,-0.132
16.1955,0.147,-0.382,-0.054
16.1974,-0.045,-0.587,0.002
16.1994,-0.068,-0.468,-0.08
16.2084,0.083,-0.407,0.112
16.2085,0.083,-0.407,0.112
16.2086,0.083,-0.407,0.112
16.2087,0.083,-0.407,0.112
16.2094,-0.043,-0.452,-0.071
16.2115,0.023,-0.551,-0.055
16.2134,-0.048,-0.676,0.016
16.2155,0.063,-0.53,-0.083
16.2174,-0.056,-0.484,-0.134
16.2195,-0.049,-0.558,-0.1
16.2275,-0.074,-0.56,0.07
16.2283,-0.11,-0.649,-0.041
16.2284,-0.11,-0.649,-0.041
16.2286,-0.11,-0.649,-0.041
16.2294,-0.229,-0.676,-0.177
16.2314,-0.33,-0.466,-0.076
16.2334,-0.082,-0.59,-0.218
16.2354,-0.045,-0.463,-0.096
16.2374,0.106,-0.724,0.016
16.2394,-0.195,-0.511,0.031
16.2474,0.11,-0.557,-0.007
16.2476,0.11,-0.557,-0.007
16.2477,0.11,-0.557,-0.007
16.2478,0.11,-0.557,-0.007
16.2494,0.22,-0.304,-0.087
16.2514,0.055,-0.439,-0.01
16.2534,0.165,-0.465,0.141
16.2554,0.028,-0.425,0.023
16.2575,0.26,-0.354,0.102
16.2594,0.147,-0.423,0.285
16.2674,-0.17,-0.347,-0.318
16.2675,-0.17,-0.347,-0.318
16.2676,-0.17,-0.347,-0.318
16.2677,-0.17,-0.347,-0.318
16.2695,0.073,-0.373,-0.32
16.2714,-0.147,-0.445,-0.195
16.2734,-0.046,-0.398,-0.029
16.2754,-0.144,-0.415,-0.259
16.2774,-0.165,-0.445,-0.158
16.2794,-1.07,-0.315,-0.106
16.2875,-0.548,-0.532,0.176
16.2876,-0.548,-0.532,0.176
16.2877,-0.548,-0.532,0.176
16.2878,-0.548,-0.532,0.176
16.2894,-0.692,-0.392,-0.113
16.2914,-0.344,-0.403,-0.264
16.2934,-0.667,-0.302,-0.43
16.2954,-0.742,-0.424,-0.195
16.2974,-0.611,-0.382,-0.009
16.3085,-0.458,-0.438,-0.173
16.3086,-0.51,-0.408,-0.181
16.3087,-0.51,-0.408,-0.181
16.3088,-0.51,-0.408,-0.181
16.3095,-0.51,-0.408,-0.181
16.3115,-0.659,-0.609,-0.035
16.3135,-0.749,-0.547,0.01
16.3155,-0.481,-0.543,0.101
16.3175,-0.651,-0.558,0.006
16.3195,-0.339,-0.641,-0.034
16.3275,-0.654,-0.37,-0.048
16.3277,-0.8,-0.338,-0.098
16.3278,-0.8,-0.338,-0.098
16.3279,-0.8,-0.338,-0.098
16.3294,-0.822,-0.451,0.022
16.3315,-0.758,-0.593,0.298
16.3334,-0.564,-0.582,0.093
16.3355,-0.414,-0.554,-0.087
16.3376,-0.436,-0.546,-0.116
16.3394,-0.705,-0.508,-0.053
16.3476,-0.544,-0.583,0.024
16.3477,-0.629,-0.43,0.023
16.3478,-0.629,-0.43,0.023
16.3479,-0.629,-0.43,0.023
16.3494,-0.514,-0.486,0.023
16.3534,-0.729,-0.436,0.038
16.3555,-0.859,-0.294,-0.084
16.3575,-0.855,-0.287,-0.148
16.3594,-0.86,-0.294,-0.053
16.3676,-0.694,-0.438,-0.136
16.3677,-0.694,-0.438,-0.136
16.3679,-0.649,-0.452,-0.075
16.368,-0.649,-0.452,-0.075
16.3694,-0.674,-0.496,0.063
16.3715,-0.703,-0.342,0.008
16.3734,-0.699,-0.246,-0.081
16.3755,-0.738,-0.287,0.165
16.3775,-0.64,-0.241,-0.142
16.3794,-0.681,-0.284,-0.046
16.3884,-0.701,-0.21,-0.117
16.3885,-0.701,-0.21,-0.117
16.3886,-0.701,-0.21,-0.117
16.3887,-0.701,-0.21,-0.117
16.3894,-0.5,-0.344,-0.041
16.3915,-0.7,-0.316,0.005
16.3934,-0.641,-0.153,-0.077
16.3955,-0.639,-0.21,0.034
16.3975,-0.521,-0.241,0.003
16.3994,-0.485,-0.412,0
16.4075,-0.681,0.008,-0.066
16.4084,-0.496,0.083,0.013
16.4086,-0.496,0.083,0.013
16.4087,-0.496,0.083,0.013
16.4094,-0.506,-0.092,-0.176
16.4116,-0.621,0.052,0.017
16.4134,-0.412,-0.021,0.003
16.4154,-0.51,-0.193,-0.068
16.4175,-0.577,0.022,0.036
16.4273,-0.46,0.111,-0.122
16.4275,-0.46,0.111,-0.122
16.4277,-0.46,0.111,-0.122
16.4279,-0.46,0.111,-0.122
16.428,-0.35,0.221,-0.054
16.4314,-0.563,-0.029,-0.074
16.4334,-0.556,-0.129,-0.095
16.4355,-0.52,0.038,0.229
16.4374,-0.537,0.266,0.065
16.4394,-0.566,0.205,-0.042
16.4475,-0.585,0.112,0.085
16.4476,-0.585,0.112,0.085
16.4478,-0.585,0.112,0.085
16.4481,-0.585,0.112,0.085
16.4494,-0.542,0.043,0.134
16.4514,-0.54,0.084,0.204
16.4534,-0.691,0.261,0.077
16.4555,-0.54,0.189,-0.062
16.4574,-0.538,0.014,-0.138
16.4673,-0.641,0.14,-0.049
16.4675,-0.641,0.14,-0.049
16.4676,-0.641,0.14,-0.049
16.4677,-0.641,0.14,-0.049
16.4679,-0.641,0.14,-0.049
16.4694,-0.601,0.273,0.039
16.4714,-0.64,0.301,-0.042
16.4734,-0.549,0.294,-0.241
16.4754,-0.826,0.345,0.133
16.4774,-0.682,0.214,0.086
16.4873,-0.701,0.115,-0.299
16.4884,-0.553,0.058,-0.083
16.4886,-0.553,0.058,-0.083
16.4887,-0.553,0.058,-0.083
16.4894,-0.509,0.395,-0.264
16.4914,-0.722,0.109,0.099
16.4934,-0.634,0.206,-0.036
