---SAE UIC MOTORSPORTS---
---Version #: 1.7---
Message ID: 0x0005AE01

Time Stamp (Second(s)), Engine Speed (RPM), Throttle (%), Intake Temp (C), Coolant Temp (C), Vehicle Speed (KPH), Lambda #2, Battery Voltage (V)
9.8795,8701.15,52.7337,8,48,0,0,13.638
9.8895,9190.6,52.7337,9,47,0,0,13.8265
9.9081,9721.07,55.0774,8,48,0,0,13.9522
9.9096,9698.81,54.2962,8,48,0,0,13.9522
9.9274,10287.5,56.2493,8,48,0,0,13.5751
9.9296,10285.1,56.2493,8,48,0,0,13.5751
9.9396,10578.9,59.3742,8,47,0,0,13.638
9.9504,10632.8,59.3742,9,48,0,0,13.8893
9.9594,10844.1,45.7025,8,48,0,0,13.7008
9.9696,9707.79,29.2965,8,48,0,0,13.7636
9.9795,9057.01,27.734,9,47,0,0,13.8893
9.9895,8415.21,24.2184,9,47,0,0,14.1407
10.0095,8110.53,24.2184,8,48,0,0,13.638
10.0195,7836.7,24.6091,9,48,0,0,13.8893
10.0295,7454.67,24.6091,9,48,0,0,13.638
10.0474,6722.64,24.6091,8,48,0,0,13.7008
10.0495,6720.69,24.9997,9,48,0,0,13.5751
10.0595,6771.08,24.6091,9,48,0,0,14.0779
10.0695,6527.72,24.6091,8,48,0,0,13.8265
10.0806,5997.64,23.8278,9,48,0,0,13.8893
10.0894,5924.99,23.8278,8,48,0,0,14.0779
10.0996,5619.13,23.8278,9,48,0,0,13.7008
10.1096,5451.55,23.4372,8,48,0,0,13.8265
10.1196,5140.22,23.4372,9,48,0,0,13.638
10.1304,5104.29,23.4372,9,49,0,0,13.7636
10.1396,5416.39,22.2653,9,49,0,0,13.7636
10.1495,5094.52,22.656,9,49,0,0,13.8265
10.1594,5092.18,22.2653,9,48,0,0,13.5123
10.1695,5081.63,24.2184,8,48,0,0,13.5123
10.1805,5110.14,27.734,9,49,0,0,14.2036
10.1894,5518.35,37.4995,8,48,0,0,13.9522
10.1995,5504.28,38.2808,7,49,0,0,13.8265
10.2095,5709.75,39.8432,8,49,0,0,13.7008
10.2195,6204.67,51.5618,9,49,0,0,13.7008
10.2313,7002.33,55.0774,8,48,0,0,13.5751
10.2395,7573.42,55.8587,8,49,0,0,13.8893
10.2495,8647.25,57.8118,8,49,0,0,13.8893
10.2595,9760.13,59.3742,8,49,0,0,13.5751
10.2695,9757.4,58.2024,9,49,0,0,13.5123
10.2883,9628.1,43.7494,8,49,0,0,13.9522
10.2895,9589.82,44.1401,8,49,0,0,13.9522
10.2994,9158.57,37.8901,9,49,0,0,13.638
10.3095,8078.11,33.5933,9,49,0,0,13.8265
10.3275,5423.43,51.9525,9,48,0,0,13.8893
10.3303,5208.19,57.8118,9,49,0,0,13.8893
10.3474,5023.04,72.6553,8,49,0,0,13.8265
10.3495,5087.1,72.6553,8,49,0,0,13.7636
10.3595,4889.44,72.2647,8,49,0,0,13.7008
10.3695,4994.91,73.8272,9,49,0,0,13.5751
10.3804,5279.68,69.5304,9,50,0,0,13.5123
10.3895,5449.6,69.1397,9,49,0,0,13.5751
10.3995,5655.85,71.8741,8,50,0,0,13.7008
10.4095,5878.89,72.2647,8,50,0,0,13.7008
10.4195,6007.41,71.8741,8,49,0,0,13.7636
10.4304,6241,74.2178,8,49,0,0,13.9522
10.4474,6553.11,74.999,8,50,0,0,13.5123
10.4495,6595.3,75.7803,9,49,0,0,13.5123
10.4595,6919.91,74.6084,9,50,0,0,13.5123
10.4695,7179.67,75.7803,9,50,0,0,13.8893
10.4804,7806.62,75.3897,8,49,0,0,13.7636
10.4895,8233.18,75.3897,8,49,0,0,13.7636
10.4995,8366.39,74.2178,8,49,0,0,13.7636
10.5094,8645.29,74.2178,8,49,0,0,13.5123
10.5195,9003.49,73.4366,9,50,0,0,13.7008
10.5304,7726.15,72.2647,9,49,0,0,13.8893
10.5395,7016.39,72.6553,8,50,0,0,13.8893
10.5495,7242.17,73.4366,8,50,0,0,13.5123
10.5674,8045.29,70.7022,9,50,0,0,13.7636
10.5695,8087.87,72.2647,8,50,0,0,13.7636
10.5804,8011.31,72.6553,9,50,0,0,13.5751
10.5895,8291.78,73.4366,8,50,0,0,13.638
10.5995,8365.61,73.4366,9,50,0,0,13.5751
10.6094,8539.43,72.6553,9,50,0,0,13.7008
10.6195,8797.64,64.4523,9,50,0,0,13.638
10.6304,9270.29,50.7806,9,50,0,0,13.8265
10.6395,8488.26,36.7183,8,51,0,0,13.9522
10.6495,8376.54,32.4215,8,50,0,0,13.638
10.6595,8203.5,32.0308,9,51,0,0,13.5751
10.6695,7920.68,32.8121,9,50,0,0,13.5123
10.6803,7475.76,33.2027,9,51,0,0,13.7008
10.6896,7501.55,35.1558,8,51,0,0,13.7008
10.7074,7204.67,35.937,8,51,0,0,14.0779
10.7096,7268.73,35.937,8,50,0,0,14.0779
10.7275,7224.59,37.4995,9,51,0,0,13.5751
10.7303,7204.28,37.1089,9,51,0,0,13.5751
10.7396,7255.45,37.1089,9,51,0,0,13.8893
10.7496,7169.91,37.8901,9,51,0,0,13.638
10.7596,7371.86,44.9213,9,51,0,0,13.7636
10.7695,7382.4,46.0932,8,51,0,0,13.638
10.7803,7742.95,44.1401,9,51,0,0,13.7008
10.7895,7357.8,29.6871,8,51,0,0,13.638
10.7995,6409.36,19.1404,9,51,0,0,13.5751
10.8095,5444.52,18.3591,9,51,0,0,13.8893
10.8195,5468.35,21.4841,9,51,0,0,13.8893
10.8303,5257.8,33.9839,9,51,0,0,13.638
10.8395,6658.58,40.2339,8,51,0,0,13.9522
10.8494,7057.8,50.7806,8,51,0,0,13.8265
10.8595,6664.83,48.0463,9,51,0,0,13.638
10.8695,7025.77,49.6087,9,51,0,0,13.8265
10.8804,7313.26,54.2962,9,51,0,0,13.7636
10.8896,8141.78,61.718,9,51,0,0,14.0779
10.9073,8567.56,56.2493,9,51,0,0,13.7008
10.9096,8586.31,58.593,9,52,0,0,13.9522
10.9196,8501.54,58.2024,8,51,0,0,13.638
10.9305,8561.31,58.593,9,51,0,0,13.8893
10.9396,8426.54,51.1712,9,52,0,0,13.5123
10.9496,7915.22,53.5149,9,52,0,0,13.7008
10.9596,8095.29,63.2804,9,51,0,0,13.638
10.9696,6223.03,78.124,9,52,0,0,13.9522
10.9804,5525.77,96.0925,9,51,0,0,13.8265
10.9895,5538.66,96.4831,9,51,0,0,13.638
10.9995,6431.24,84.3739,9,51,0,0,13.9522
11.0095,5938.66,69.921,9,52,0,0,13.7636
11.0194,6371.08,69.921,8,52,0,0,13.8893
11.031,6154.67,68.7491,9,52,0,0,13.8265
11.0395,6280.06,72.6553,8,52,0,0,13.7636
11.0495,6732.41,68.7491,9,52,0,0,14.2036
11.0595,6499.2,57.4211,9,52,0,0,13.5123
11.0695,6399.2,32.8121,9,52,0,0,13.8893
11.0803,6130.45,22.656,9,52,0,0,13.638
11.0896,5919.13,17.9685,9,52,0,0,13.7008
11.1072,5228.5,17.9685,8,52,0,0,13.7008
11.1096,5187.88,17.9685,9,53,0,0,13.7008
11.1196,4653.5,17.9685,9,53,0,0,13.7008
11.1303,4370.69,17.9685,9,53,0,0,14.2036
11.1396,4188.66,17.9685,9,53,0,0,14.2664
11.1495,3787.49,18.3591,9,53,0,0,13.638
11.1595,3689.05,19.531,9,53,0,0,13.638
11.1695,3610.15,21.4841,8,53,0,0,13.8265
11.1803,3860.54,23.8278,8,53,0,0,13.9522
11.1895,3784.76,20.3122,9,53,0,0,14.1407
11.1995,3694.13,20.3122,8,53,0,0,13.638
11.2095,3628.9,20.7029,9,53,0,0,13.4494
11.2273,3575.77,26.5622,8,53,0,0,13.7008
11.2303,3546.48,28.1246,8,53,0,0,13.7008
11.2395,3480.07,39.4526,9,53,0,0,13.8893
11.2495,3583.59,49.9994,9,53,0,0,13.8893
11.2674,3597.26,79.2959,9,54,0,0,13.9522
11.2695,3650.77,79.6865,9,53,0,0,13.9522
11.2804,3956.24,80.0771,9,54,0,0,14.1407
11.2895,3819.91,74.6084,9,53,0,0,13.8265
11.3074,3867.96,66.4054,9,54,0,0,13.5751
11.3095,3836.71,66.796,9,54,0,0,13.5751
11.3195,3734.76,66.0148,9,54,0,0,13.9522
11.3304,3833.58,68.3585,9,54,0,0,13.9522
11.3395,3937.49,67.5773,9,54,0,0,14.3293
11.3495,4047.26,68.7491,9,54,0,0,13.7636
11.3595,4161.71,69.5304,9,54,0,0,13.5751
11.3695,4269.52,68.7491,8,54,0,0,13.5751
11.3883,4562.49,66.4054,9,54,0,0,13.8893
11.3895,4577.72,66.0148,8,54,0,0,13.8893
11.3995,4655.07,65.6242,9,54,0,0,14.015
11.4095,4774.99,65.2335,9,54,0,0,13.7008
11.4195,4939.83,64.8429,8,54,0,0,13.8893
11.4304,5127.72,64.8429,9,54,0,0,13.7008
11.4395,5242.18,66.0148,8,54,0,0,13.5123
11.4495,5346.47,64.8429,8,54,0,0,13.638
11.4595,5454.67,65.6242,9,55,0,0,13.8265
11.4695,5592.96,65.2335,8,55,0,0,13.8265
11.4805,5679.67,65.2335,8,55,0,0,14.0779
11.4895,5778.89,64.8429,8,54,0,0,13.7008
11.4995,5871.47,66.4054,9,55,0,0,13.8265
11.5095,5973.42,67.1866,8,55,0,0,13.8893
11.5195,6079.67,66.4054,8,55,0,0,13.7008
11.5303,6207.02,67.9679,9,55,0,0,13.7636
11.5395,6288.27,67.9679,8,55,0,0,13.7636
11.5495,6406.24,68.3585,9,55,0,0,13.638
11.5673,6661.31,69.1397,10,55,0,0,13.8265
11.5695,6746.47,69.5304,9,55,0,0,13.8265
11.5803,6847.64,69.5304,10,55,0,0,13.5751
11.5895,6865.61,72.2647,10,55,0,0,13.8265
11.5994,7167.56,77.3428,10,55,0,0,13.8893
11.6095,7282.01,78.5146,9,55,0,0,13.7008
11.6195,7530.45,58.2024,10,55,0,0,13.638
11.6303,7289.05,26.9528,9,55,0,0,13.3866
11.6395,7068.73,22.656,9,55,0,0,14.1407
11.6495,6798.03,20.7029,9,56,0,0,13.638
11.6595,6453.11,20.3122,9,56,0,0,13.7008
11.6696,6285.92,20.3122,9,56,0,0,13.7636
11.6804,6218.74,20.3122,10,56,0,0,13.7636
11.6896,6127.72,19.531,10,56,0,0,13.638
11.6996,5898.03,19.9216,9,56,0,0,13.7636
11.7096,5796.47,19.531,10,56,0,0,13.638
11.7194,5678.89,19.531,10,55,0,0,13.7636
11.7304,5507.8,19.9216,10,56,0,0,13.8265
11.7396,5433.58,19.531,9,56,0,0,13.8265
11.7496,5289.05,19.9216,9,56,0,0,13.5751
11.7594,5193.74,19.531,10,56,0,0,13.7636
11.7695,5105.46,19.531,9,56,0,0,13.7008
11.7803,5026.16,19.531,9,56,0,0,13.8893
11.7895,4798.82,19.531,10,56,0,0,13.8893
11.7995,4731.24,19.1404,10,55,0,0,13.8893
11.8094,4640.22,19.1404,9,55,0,0,14.1407
11.8274,4416.79,19.1404,9,56,0,0,13.8265
11.8304,4397.26,19.1404,9,55,0,0,13.8265
11.8395,4264.05,19.1404,9,56,0,0,13.7636
11.8495,4135.93,19.531,9,56,0,0,13.8265
11.8594,4095.69,19.1404,10,56,0,0,14.2664
11.8695,3926.16,19.1404,8,56,0,0,14.0779
11.8805,3751.94,19.1404,9,56,0,0,13.4494
11.8896,3652.73,19.1404,9,56,0,0,13.4494
11.8996,3537.1,19.531,10,56,0,0,13.7636
11.9096,3347.26,19.531,9,56,0,0,13.4494
11.9196,3259.37,19.1404,9,56,0,0,13.4494
11.9305,3047.26,19.531,9,56,0,0,14.1407
11.9473,2896.48,19.531,10,56,0,0,14.2664
11.9496,2883.2,19.531,10,56,0,0,14.2664
11.9673,2582.42,19.531,9,56,0,0,13.5123
11.9695,2531.63,19.531,10,56,0,0,13.5123
11.9804,2439.45,19.9216,10,57,0,0,14.0779
11.9895,2248.82,19.9216,10,57,0,0,13.638
11.9995,2264.84,19.9216,10,57,0,0,13.7636
12.0095,2212.89,20.3122,9,56,0,0,13.7008
12.0195,2167.96,21.8747,10,57,0,0,14.2036
12.0303,2260.15,22.656,9,56,0,0,13.5751
12.0395,2359.76,24.2184,9,57,0,0,13.5123
12.0495,2194.14,24.6091,10,57,0,0,13.4494
12.0595,2293.35,36.7183,9,57,0,0,13.5751
12.0695,2354.68,37.1089,9,56,0,0,13.5123
12.0804,2416.79,38.2808,9,56,0,0,13.2609
12.0896,2447.65,41.7963,9,57,0,0,14.1407
12.0996,2492.57,51.1712,10,57,0,0,13.7636
12.1096,2605.07,53.5149,9,56,0,0,13.5123
12.1196,2548.82,56.6399,8,57,0,0,14.2036
12.1305,2690.23,58.2024,9,56,0,0,13.7008
12.1395,2442.96,58.9836,9,56,0,0,13.638
12.1495,2451.56,52.3431,9,56,0,0,13.8893
12.1673,2565.23,43.7494,9,57,0,0,14.1407
12.1695,2648.82,43.3588,9,56,0,0,14.1407
12.1804,2660.15,28.1246,10,56,0,0,14.3921
12.1895,2678.51,27.734,9,56,0,0,14.3921
12.1994,2717.96,30.859,9,57,0,0,13.7008
12.2095,2822.26,31.6402,9,56,0,0,13.8893
12.2194,2835.15,32.0308,8,57,0,0,14.1407
12.2304,2863.67,32.4215,9,57,0,0,13.7008
12.2395,2835.93,32.8121,9,57,0,0,13.638
12.2495,2892.18,32.8121,8,56,0,0,13.8893
12.2595,2921.48,32.8121,8,57,0,0,13.8265
12.2694,3008.98,35.1558,9,57,0,0,13.3237
12.2804,3047.26,35.937,9,57,0,0,14.015
12.2895,3101.56,36.3277,9,57,0,0,13.7636
12.2995,3126.16,37.4995,9,57,0,0,13.7008
12.3095,3237.1,38.2808,9,57,0,0,13.8893
12.3194,3319.13,39.062,8,57,0,0,13.7636
12.3304,3436.71,39.4526,9,58,0,0,14.015
12.3473,3641.4,39.4526,9,57,0,0,14.0779
12.3495,3602.73,39.4526,9,57,0,0,14.0779
12.3595,3773.43,39.4526,9,57,0,0,14.0779
12.3695,3836.71,39.4526,8,58,0,0,13.8265
12.3882,4007.41,41.7963,8,58,0,0,13.7008
12.3895,4045.3,41.4057,10,58,0,0,13.7008
12.3995,4123.82,41.4057,9,57,0,0,13.8893
12.4095,4194.13,42.187,9,57,0,0,14.2036
12.4194,4324.21,41.7963,9,57,0,0,13.9522
12.4305,4438.27,30.4684,9,58,0,0,13.8893
12.4395,4348.82,20.7029,8,57,0,0,14.0779
12.4495,4258.19,19.531,9,57,0,0,13.5123
12.4595,4048.04,19.1404,9,58,0,0,13.7008
12.4695,3827.73,18.7498,8,58,0,0,13.8265
12.4803,4215.62,19.1404,9,58,0,0,14.015
12.4895,3632.41,19.1404,9,58,0,0,14.0779
12.4995,3718.74,18.7498,8,58,0,0,13.7636
12.5094,3704.68,19.1404,10,57,0,0,13.638
12.5195,3535.54,18.7498,9,58,0,0,13.638
12.5302,3457.8,19.531,9,58,0,0,14.1407
12.5395,3463.27,24.2184,9,58,0,0,13.8265
12.5495,3671.09,27.3434,9,58,0,0,14.0779
12.5595,3475.38,28.1246,9,58,0,0,13.638
12.5695,3659.76,28.9059,9,59,0,0,13.8265
12.5895,3687.49,32.0308,9,59,0,0,14.1407
12.6072,3845.3,32.0308,9,59,0,0,14.0779
12.6095,3860.15,32.4215,9,59,0,0,14.0779
12.6195,3967.18,32.8121,9,59,0,0,13.7008
12.6295,4162.49,32.8121,9,59,0,0,13.8265
12.6395,4062.49,33.5933,8,59,0,0,14.0779
12.6495,4272.26,33.9839,9,59,0,0,13.7636
12.6603,4436.71,34.3746,9,59,0,0,13.638
12.6696,4083.58,34.3746,9,59,0,0,13.8893
12.6796,4172.26,39.062,9,59,0,0,14.3921
12.6896,3891.79,37.8901,9,59,0,0,14.015
12.6996,3825.38,38.6714,9,58,0,0,13.8265
12.7104,4073.04,38.2808,9,58,0,0,13.9522
12.7196,4082.41,35.5464,8,59,0,0,13.7636
12.7296,4050.38,26.5622,8,59,0,0,14.3293
12.7396,3990.23,20.7029,9,59,0,0,13.5751
12.7496,3793.74,18.3591,9,58,0,0,13.8893
12.7695,3559.37,18.3591,9,59,0,0,13.7636
12.7874,3339.84,17.9685,9,59,0,0,13.7008
12.7895,3292.57,18.3591,9,59,0,0,13.5123
12.7994,3287.88,17.9685,10,59,0,0,13.5751
12.8095,3194.13,17.9685,9,59,0,0,13.9522
12.8195,3225.38,26.9528,10,59,0,0,14.2664
12.8295,3341.79,26.9528,9,59,0,0,13.638
12.8404,3257.41,26.9528,9,59,0,0,13.7008
12.8495,3249.99,24.6091,10,59,0,0,14.3293
12.8594,3484.76,24.2184,8,59,0,0,13.8893
12.8695,3086.71,21.4841,9,60,0,0,14.1407
12.8796,2983.2,21.4841,9,60,0,0,13.7008
12.8906,2907.02,21.4841,10,60,0,0,14.2664
12.8996,2788.27,21.8747,10,60,0,0,14.015
12.9096,2887.1,24.6091,10,60,0,0,13.638
12.9196,2596.87,26.9528,10,59,0,0,13.638
12.9296,2794.52,32.4215,8,60,0,0,14.2036
12.9404,2740.62,35.1558,9,60,0,0,13.8265
12.9496,2747.65,35.1558,9,60,0,0,13.9522
12.9595,2768.35,35.1558,9,60,0,0,13.7636
12.9695,2733.59,35.5464,10,59,0,0,13.8265
12.9795,2725.38,35.5464,9,59,0,0,13.638
12.9904,2678.12,35.5464,9,60,0,0,14.1407
12.9995,2771.48,35.937,9,59,0,0,13.7636
13.0095,2732.02,36.3277,9,60,0,0,13.638
13.0195,2748.82,35.937,9,60,0,0,13.5123
13.0295,2792.57,36.3277,9,60,0,0,13.8893
13.0404,2892.57,38.2808,9,59,0,0,13.9522
13.0495,2857.42,38.6714,9,60,0,0,14.0779
13.0673,2826.95,39.062,9,60,0,0,14.015
13.0695,2836.71,39.062,8,59,0,0,14.015
13.0796,2814.84,39.062,9,60,0,0,14.0779
13.0996,2761.71,39.062,9,60,0,0,13.5751
13.1096,2739.45,40.6245,9,60,0,0,13.638
13.1273,2728.51,43.3588,9,60,0,0,13.5751
13.1294,2696.09,44.1401,9,60,0,0,13.5751
13.1395,2717.57,45.3119,9,60,0,0,14.2036
13.1495,2774.99,45.3119,8,60,0,0,13.7636
13.1594,2851.17,45.7025,8,60,0,0,13.8265
13.1703,2869.52,46.0932,10,60,0,0,13.638
13.1795,2912.49,45.7025,9,60,0,0,14.3293
13.1895,2881.63,45.3119,9,59,0,0,13.8265
13.1995,2907.81,46.4838,9,60,0,0,14.2036
13.2094,2884.37,46.0932,9,60,0,0,13.7636
13.2202,2889.84,46.0932,8,61,0,0,13.7636
13.2295,2940.23,48.4369,8,60,0,0,14.3293
13.2474,2973.43,49.2181,9,60,0,0,13.7008
13.2495,2982.81,49.6087,9,60,0,0,13.7008
13.2595,3042.57,49.6087,9,60,0,0,14.5178
13.2703,3074.21,49.2181,9,60,0,0,14.1407
13.2795,3092.18,49.2181,9,61,0,0,13.7008
13.2895,3112.88,46.8744,9,60,0,0,13.8265
13.2994,3205.46,37.4995,9,60,0,0,13.5751
13.3095,3150.38,34.3746,9,61,0,0,14.2036
13.3203,3296.48,36.7183,9,61,0,0,13.8893
13.3295,3266.79,36.7183,9,60,0,0,13.8265
13.3395,3325.77,36.3277,9,60,0,0,14.455
13.3495,3756.63,30.859,9,60,0,0,14.015
13.3673,3228.12,20.3122,9,61,0,0,14.015
13.3705,3288.27,23.8278,9,60,0,0,14.015
13.3795,3209.37,23.8278,9,61,0,0,13.8265
13.3895,3077.73,25.3903,9,60,0,0,14.0779
13.3995,3117.57,32.4215,9,61,0,0,13.3866
13.4095,2950.77,32.8121,10,61,0,0,13.5123
13.4203,2919.52,42.5776,9,61,0,0,13.8893
13.4295,2819.92,42.9682,9,60,0,0,13.7008
13.4474,2791.4,42.9682,9,61,0,0,14.2036
13.4495,2808.98,42.9682,10,61,0,0,14.2036
13.4595,2717.96,48.0463,9,60,0,0,14.0779
13.4702,2684.76,48.4369,9,61,0,0,13.638
13.4795,2654.29,49.2181,10,60,0,0,13.5751
13.4895,2623.43,51.5618,9,61,0,0,13.638
13.4995,2593.74,54.6868,9,61,0,0,14.0779
13.5094,2672.65,59.3742,9,61,0,0,13.5751
13.5203,2641.01,59.7649,9,61,0,0,14.2664
13.5295,2734.37,57.4211,9,61,0,0,13.8893
13.5395,2812.1,48.4369,10,61,0,0,13.8893
13.5495,2799.6,37.1089,8,61,0,0,13.638
13.5595,2827.34,37.4995,10,62,0,0,13.7008
13.5703,2805.46,40.6245,9,61,0,0,14.015
13.5873,2792.18,45.3119,10,62,0,0,13.4494
13.5895,2856.24,45.7025,9,61,0,0,13.4494
13.5995,2873.43,46.4838,10,61,0,0,13.7008
13.6095,2891.4,48.0463,9,62,0,0,13.8265
13.6202,2963.67,48.0463,10,61,0,0,14.0779
13.6295,2982.42,48.8275,9,61,0,0,13.8265
13.6395,3030.07,48.4369,9,61,0,0,13.9522
13.6495,3066.79,48.8275,9,61,0,0,13.5123
13.6596,3027.73,48.8275,9,61,0,0,14.2036
13.6705,3007.81,48.4369,8,62,0,0,13.8893
13.6796,3003.12,42.9682,8,62,0,0,14.3293
13.6896,3000.38,41.7963,9,61,0,0,13.7636
13.6996,3006.24,35.5464,9,62,0,0,13.7008
13.7096,2966.4,35.5464,10,62,0,0,13.8265
13.7205,2894.92,33.2027,9,62,0,0,13.7008
13.7296,2851.95,33.5933,10,61,0,0,13.638
13.7396,2885.93,32.8121,9,62,0,0,13.5751
13.7495,2650.38,33.9839,9,62,0,0,13.7636
13.7595,2224.99,33.9839,9,61,0,0,13.5751
13.7704,1825,34.7652,9,62,0,0,13.8265
13.7795,3303.9,34.7652,9,62,0,0,14.015
13.7895,3290.23,34.7652,9,61,0,0,13.638
13.7995,3473.43,34.7652,10,62,0,0,14.015
13.8095,3427.34,34.7652,9,62,0,0,14.1407
13.8205,3537.49,34.7652,10,62,0,0,14.0779
13.8295,3616.4,34.7652,9,62,0,0,13.638
13.8473,3914.44,35.1558,9,62,0,0,14.0779
13.8495,3953.9,35.5464,8,62,0,0,14.0779
13.8595,3800.77,35.1558,9,61,0,0,13.8893
13.8704,3911.71,35.1558,9,62,0,0,14.3921
13.8873,3873.82,33.5933,9,62,0,0,13.9522
13.8896,3861.71,33.5933,9,62,0,0,13.9522
13.8994,4110.54,30.859,9,62,0,0,14.2664
13.9096,3948.43,28.5153,8,63,0,0,14.015
13.9205,3900.77,29.6871,8,61,0,0,13.638
13.9296,4069.52,29.2965,10,62,0,0,13.7636
13.9396,3932.02,29.6871,9,62,0,0,14.2036
13.9495,4064.83,29.2965,9,62,0,0,14.2036
13.9595,3862.88,26.5622,10,62,0,0,13.7636
13.9704,3817.96,24.2184,9,62,0,0,13.7636
13.9795,3610.54,23.8278,9,62,0,0,13.7636
13.9895,3577.73,24.6091,9,63,0,0,13.8893
13.9994,3458.98,26.9528,10,62,0,0,14.3293
14.0095,3488.27,33.2027,10,63,0,0,13.8893
14.0285,3636.71,35.1558,10,63,0,0,14.0779
14.0295,3654.29,34.7652,9,63,0,0,14.0779
14.0473,3889.83,41.7963,9,63,0,0,13.7636
14.0495,3914.05,41.7963,9,62,0,0,13.7636
14.0595,4029.29,43.7494,9,62,0,0,13.5123
14.0705,4122.65,44.1401,10,63,0,0,13.7636
14.0796,4311.32,43.3588,10,63,0,0,14.2664
14.0896,4404.68,43.3588,10,63,0,0,14.015
14.0996,4496.86,43.7494,9,63,0,0,13.638
14.1095,4725.38,46.0932,9,62,0,0,14.2664
14.1283,4916.79,47.6556,9,63,0,0,13.8265
14.1295,4923.04,48.4369,10,62,0,0,13.8265
14.1395,5128.89,48.0463,10,63,0,0,13.8893
14.1495,5174.99,28.9059,10,62,0,0,13.7008
14.1673,4869.52,22.656,9,63,0,0,13.7008
14.1795,4591.79,21.8747,9,63,0,0,14.0779
14.1895,4657.02,21.4841,9,62,0,0,13.8265
14.1994,4592.57,21.4841,9,62,0,0,13.8893
14.2095,4189.05,21.0935,10,63,0,0,13.9522
14.2195,4077.72,20.7029,10,63,0,0,13.8265
14.2294,3866.01,20.7029,8,63,0,0,14.015
14.2395,3721.48,20.7029,10,63,0,0,13.9522
14.2504,3542.18,21.0935,10,63,0,0,14.0779
14.2594,3314.05,21.0935,9,62,0,0,14.0779
14.2695,3194.52,21.8747,10,63,0,0,14.3921
14.2872,2679.68,23.0466,9,63,0,0,13.7008
14.2894,2598.82,23.0466,9,63,0,0,13.7008
14.3005,2478.9,23.8278,10,63,0,0,13.5751
14.3095,2348.43,24.2184,10,63,0,0,13.9522
14.3273,2187.49,24.2184,10,63,0,0,13.5751
14.3295,2234.76,25.3903,10,63,0,0,13.5751
14.3394,2232.42,27.3434,10,63,0,0,13.7636
14.3504,2229.68,30.0777,9,63,0,0,14.2664
14.3595,2442.96,32.8121,9,62,0,0,14.0779
14.3695,2418.74,33.9839,10,63,0,0,13.8265
14.3873,2581.63,37.8901,9,63,0,0,13.8265
14.3895,2500.38,37.4995,9,63,0,0,13.8265
14.4004,2513.67,48.4369,10,63,0,0,13.3237
14.4095,2473.43,49.6087,10,63,0,0,13.9522
14.4274,2423.82,71.4835,10,63,0,0,13.8893
14.4295,2307.03,69.921,10,63,0,0,13.8265
14.4474,2259.76,70.7022,10,63,0,0,14.0779
14.4504,2291.79,69.921,10,63,0,0,14.0779
14.4674,2427.34,64.0617,10,63,0,0,13.7636
14.4695,2442.96,64.0617,9,63,0,0,13.7008
14.4795,2513.67,51.5618,10,63,0,0,14.3293
14.4895,2639.84,41.4057,10,63,0,0,13.638
14.5004,2750.38,39.4526,9,63,0,0,14.2664
14.5095,2750.77,39.062,10,63,0,0,13.7636
14.5195,2840.23,39.062,9,63,0,0,14.2664
14.5295,2855.85,38.6714,10,63,0,0,13.5751
14.5395,2994.91,35.1558,10,64,0,0,13.8893
14.5504,3023.82,31.6402,9,63,0,0,13.8265
14.5595,3046.09,30.0777,10,63,0,0,14.0779
14.5694,3151.56,30.4684,10,64,0,0,13.4494
14.5795,3153.12,30.859,10,63,0,0,13.7636
14.5895,3354.68,30.859,10,63,0,0,13.7636
14.6004,3444.13,33.2027,10,63,0,0,13.7636
14.6095,3514.05,32.0308,10,63,0,0,13.638
14.6195,3641.79,29.6871,10,64,0,0,13.8893
14.6294,3713.27,27.3434,9,64,0,0,13.8893
14.6395,3697.65,27.734,9,63,0,0,14.2664
14.6504,3771.87,27.3434,9,63,0,0,14.3921
14.6595,3759.76,27.3434,9,63,0,0,13.8265
14.6696,3810.15,27.734,9,64,0,0,13.9522
14.6796,3966.01,28.1246,9,63,0,0,13.3866
14.6896,3803.51,28.5153,9,64,0,0,13.9522
14.7005,3806.24,28.9059,9,64,0,0,13.5751
14.7096,3998.82,35.5464,9,64,0,0,14.015
14.7196,3976.55,37.1089,9,64,0,0,13.8893
14.7296,4094.13,37.8901,10,64,0,0,14.015
14.7396,4244.13,39.062,9,64,0,0,14.1407
14.7506,4242.18,39.8432,10,63,0,0,14.1407
14.7674,4364.44,39.062,9,64,0,0,14.3921
14.7695,4509.76,39.062,10,64,0,0,13.7008
14.7874,4809.36,36.3277,9,64,0,0,13.5751
14.7895,4707.41,31.6402,9,64,0,0,13.5751
14.8004,4653.11,27.734,10,63,0,0,14.2036
14.8095,4566.79,26.1715,10,64,0,0,13.8893
14.8195,4593.74,24.2184,10,64,0,0,13.8893
14.8295,4305.85,24.6091,10,64,0,0,14.2036
14.8395,4059.37,24.6091,10,64,0,0,13.9522
14.8595,4103.12,24.6091,10,64,0,0,13.5123
14.8695,4046.87,24.2184,10,64,0,0,13.8265
14.8795,4045.3,24.6091,10,64,0,0,14.1407
14.8896,3831.24,24.9997,9,64,0,0,14.1407
14.8996,3684.76,25.3903,9,64,0,0,14.2664
14.9094,3628.51,25.3903,10,64,0,0,14.0779
14.9273,3601.55,25.7809,9,64,0,0,13.8265
14.9304,3642.18,25.7809,9,64,0,0,13.7636
